p_id,workclass,education,education_num,education_cat_lev,education_cat,marital_status,occupation,relationship,native_country,income,income_lev
16394,Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
16395,Private,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
16396,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Unmarried,United-States,<=50K,0
16397,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
16398,Private,7th-8th,4,1,Less than HS graduate,0,Machine-op-inspct,Other-relative,Dominican-Republic,<=50K,0
16399,?,11th,7,1,Less than HS graduate,0,?,Own-child,United-States,<=50K,0
16400,Public-sector,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Not-in-family,United-States,<=50K,0
16401,Private,HS-grad,9,2,HS graduate,0,Other-service,Own-child,United-States,<=50K,0
16402,Private,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,United-States,<=50K,0
16403,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
16404,?,Doctorate,16,5,Graduate or professional degree,0,?,Not-in-family,United-States,>50K,1
16405,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
16406,Self-emp,Assoc-voc,11,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
16407,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
16408,Public-sector,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Own-child,United-States,<=50K,0
16409,Self-emp,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,United-States,>50K,1
16410,?,12th,8,1,Less than HS graduate,0,?,Own-child,United-States,<=50K,0
16411,Private,10th,6,1,Less than HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
16412,Private,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Husband,United-States,<=50K,0
16413,Private,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,United-States,<=50K,0
16414,Private,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,United-States,<=50K,0
16415,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
16416,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,>50K,1
16417,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Wife,?,<=50K,0
16418,Private,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,Canada,>50K,1
16419,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
16420,Private,HS-grad,9,2,HS graduate,0,Craft-repair,Other-relative,United-States,<=50K,0
16421,Public-sector,Assoc-acdm,12,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
16422,Self-emp,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
16423,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
16424,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Own-child,United-States,<=50K,0
16425,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
16426,Private,11th,7,1,Less than HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
16427,Self-emp,12th,8,1,Less than HS graduate,0,Craft-repair,Not-in-family,United-States,<=50K,0
16428,Private,Bachelors,13,4,Bachelor's degree,1,Tech-support,Husband,United-States,>50K,1
16429,Private,HS-grad,9,2,HS graduate,0,Other-service,Unmarried,United-States,<=50K,0
16430,Public-sector,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,>50K,1
16431,Private,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
16432,Private,11th,7,1,Less than HS graduate,0,Sales,Not-in-family,United-States,<=50K,0
16433,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16434,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16435,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
16436,Private,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
16437,Private,HS-grad,9,2,HS graduate,0,Other-service,Unmarried,United-States,<=50K,0
16438,Self-emp,Assoc-voc,11,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,United-States,>50K,1
16439,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,?,<=50K,0
16440,Private,10th,6,1,Less than HS graduate,1,Exec-managerial,Husband,United-States,<=50K,0
16441,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Craft-repair,Not-in-family,United-States,<=50K,0
16442,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Not-in-family,England,<=50K,0
16443,Public-sector,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Own-child,United-States,<=50K,0
16444,Private,HS-grad,9,2,HS graduate,0,Exec-managerial,Not-in-family,United-States,<=50K,0
16445,Private,10th,6,1,Less than HS graduate,0,Other-service,Other-relative,United-States,<=50K,0
16446,Self-emp,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,United-States,<=50K,0
16447,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Own-child,United-States,<=50K,0
16448,Self-emp,Masters,14,5,Graduate or professional degree,0,Exec-managerial,Unmarried,United-States,<=50K,0
16449,Private,Assoc-voc,11,3,Some college or associate's degree,1,Handlers-cleaners,Husband,United-States,>50K,1
16450,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
16451,Private,1st-4th,2,1,Less than HS graduate,1,Farming-fishing,Husband,Mexico,<=50K,0
16452,Private,HS-grad,9,2,HS graduate,1,Other-service,Husband,United-States,<=50K,0
16453,Private,HS-grad,9,2,HS graduate,1,Sales,Wife,United-States,<=50K,0
16454,?,HS-grad,9,2,HS graduate,1,?,Husband,United-States,<=50K,0
16455,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
16456,?,HS-grad,9,2,HS graduate,0,?,Not-in-family,United-States,<=50K,0
16457,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
16458,Public-sector,HS-grad,9,2,HS graduate,0,Exec-managerial,Not-in-family,United-States,<=50K,0
16459,Private,HS-grad,9,2,HS graduate,1,Sales,Wife,United-States,<=50K,0
16460,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
16461,Private,Some-college,10,3,Some college or associate's degree,1,Prof-specialty,Husband,United-States,<=50K,0
16462,Public-sector,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
16463,Private,11th,7,1,Less than HS graduate,0,Other-service,Own-child,United-States,<=50K,0
16464,Public-sector,7th-8th,4,1,Less than HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
16465,Self-emp,11th,7,1,Less than HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
16466,Public-sector,Assoc-voc,11,3,Some college or associate's degree,0,Farming-fishing,Not-in-family,United-States,<=50K,0
16467,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
16468,Self-emp,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,United-States,>50K,1
16469,Private,11th,7,1,Less than HS graduate,0,Sales,Own-child,United-States,<=50K,0
16470,Public-sector,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,>50K,1
16471,Private,Doctorate,16,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
16472,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Other-service,Own-child,United-States,<=50K,0
16473,Private,HS-grad,9,2,HS graduate,0,Other-service,Own-child,United-States,<=50K,0
16474,Self-emp,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
16475,Private,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,United-States,<=50K,0
16476,Public-sector,9th,5,1,Less than HS graduate,1,Other-service,Husband,United-States,<=50K,0
16477,Private,10th,6,1,Less than HS graduate,0,Other-service,Unmarried,United-States,<=50K,0
16478,Self-emp,7th-8th,4,1,Less than HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16479,Private,Some-college,10,3,Some college or associate's degree,1,Adm-clerical,Own-child,United-States,<=50K,0
16480,Private,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Own-child,United-States,<=50K,0
16481,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
16482,Self-emp,Doctorate,16,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
16483,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16484,Private,Bachelors,13,4,Bachelor's degree,1,Transport-moving,Husband,United-States,>50K,1
16485,Public-sector,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,<=50K,0
16486,Private,Bachelors,13,4,Bachelor's degree,1,Farming-fishing,Husband,Canada,<=50K,0
16487,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
16488,?,Bachelors,13,4,Bachelor's degree,0,?,Not-in-family,?,<=50K,0
16489,Private,Some-college,10,3,Some college or associate's degree,1,Transport-moving,Husband,United-States,>50K,1
16490,?,HS-grad,9,2,HS graduate,1,?,Husband,Cuba,<=50K,0
16491,Private,Bachelors,13,4,Bachelor's degree,0,Handlers-cleaners,Own-child,United-States,<=50K,0
16492,Self-emp,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
16493,Private,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
16494,Private,5th-6th,3,1,Less than HS graduate,0,Other-service,Other-relative,Philippines,<=50K,0
16495,Private,9th,5,1,Less than HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
16496,Private,Masters,14,5,Graduate or professional degree,1,Sales,Husband,United-States,>50K,1
16497,Private,Preschool,1,1,Less than HS graduate,0,Priv-house-serv,Not-in-family,Philippines,<=50K,0
16498,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Unmarried,United-States,<=50K,0
16499,Private,HS-grad,9,2,HS graduate,1,Sales,Husband,United-States,<=50K,0
16500,Private,Doctorate,16,5,Graduate or professional degree,1,Prof-specialty,Husband,?,>50K,1
16501,Public-sector,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
16502,Private,Doctorate,16,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
16503,Public-sector,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
16504,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Other-relative,United-States,<=50K,0
16505,Private,5th-6th,3,1,Less than HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
16506,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
16507,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
16508,Public-sector,HS-grad,9,2,HS graduate,1,Adm-clerical,Wife,United-States,<=50K,0
16509,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
16510,Public-sector,HS-grad,9,2,HS graduate,1,Protective-serv,Husband,United-States,<=50K,0
16511,Self-emp,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16512,Private,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,<=50K,0
16513,Self-emp,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Not-in-family,United-States,<=50K,0
16514,Private,11th,7,1,Less than HS graduate,0,Handlers-cleaners,Unmarried,United-States,<=50K,0
16515,?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
16516,Private,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Not-in-family,United-States,>50K,1
16517,Private,HS-grad,9,2,HS graduate,0,Other-service,Own-child,United-States,<=50K,0
16518,Private,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,United-States,>50K,1
16519,Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
16520,Private,Masters,14,5,Graduate or professional degree,1,Sales,Husband,United-States,<=50K,0
16521,Private,Masters,14,5,Graduate or professional degree,1,Adm-clerical,Husband,United-States,<=50K,0
16522,Public-sector,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,United-States,<=50K,0
16523,?,HS-grad,9,2,HS graduate,1,?,Husband,United-States,>50K,1
16524,Private,HS-grad,9,2,HS graduate,0,Other-service,Other-relative,United-States,<=50K,0
16525,Self-emp,Doctorate,16,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,<=50K,0
16526,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
16527,Self-emp,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,>50K,1
16528,Private,HS-grad,9,2,HS graduate,0,Other-service,Unmarried,United-States,<=50K,0
16529,Private,12th,8,1,Less than HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
16530,Private,7th-8th,4,1,Less than HS graduate,1,Handlers-cleaners,Husband,Mexico,<=50K,0
16531,Private,Some-college,10,3,Some college or associate's degree,1,Sales,Husband,United-States,<=50K,0
16532,Private,11th,7,1,Less than HS graduate,0,Other-service,Other-relative,United-States,<=50K,0
16533,Private,HS-grad,9,2,HS graduate,0,Craft-repair,Other-relative,United-States,<=50K,0
16534,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Own-child,United-States,<=50K,0
16535,?,Bachelors,13,4,Bachelor's degree,1,?,Husband,United-States,<=50K,0
16536,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Own-child,United-States,<=50K,0
16537,Private,HS-grad,9,2,HS graduate,0,Other-service,Unmarried,United-States,<=50K,0
16538,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
16539,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
16540,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Own-child,United-States,<=50K,0
16541,Self-emp,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,<=50K,0
16542,Private,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,<=50K,0
16543,Self-emp,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
16544,Private,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Own-child,United-States,<=50K,0
16545,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
16546,Private,Assoc-voc,11,3,Some college or associate's degree,0,Craft-repair,Not-in-family,United-States,<=50K,0
16547,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Unmarried,United-States,<=50K,0
16548,Private,Bachelors,13,4,Bachelor's degree,0,Craft-repair,Own-child,United-States,<=50K,0
16549,Private,HS-grad,9,2,HS graduate,0,Other-service,Own-child,United-States,<=50K,0
16550,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,<=50K,0
16551,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Unmarried,United-States,<=50K,0
16552,Private,HS-grad,9,2,HS graduate,0,Handlers-cleaners,Unmarried,United-States,<=50K,0
16553,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,>50K,1
16554,Private,9th,5,1,Less than HS graduate,1,Craft-repair,Husband,Mexico,<=50K,0
16555,Self-emp,7th-8th,4,1,Less than HS graduate,0,Farming-fishing,Not-in-family,United-States,<=50K,0
16556,Self-emp,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16557,Private,Bachelors,13,4,Bachelor's degree,1,Adm-clerical,Wife,United-States,>50K,1
16558,Private,Assoc-acdm,12,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
16559,Private,Some-college,10,3,Some college or associate's degree,1,Machine-op-inspct,Husband,United-States,<=50K,0
16560,Private,HS-grad,9,2,HS graduate,0,Other-service,Own-child,United-States,<=50K,0
16561,Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
16562,Private,Preschool,1,1,Less than HS graduate,1,Machine-op-inspct,Wife,Mexico,<=50K,0
16563,Private,HS-grad,9,2,HS graduate,0,Sales,Own-child,United-States,<=50K,0
16564,Private,Some-college,10,3,Some college or associate's degree,0,Tech-support,Not-in-family,United-States,<=50K,0
16565,Private,Assoc-voc,11,3,Some college or associate's degree,0,Craft-repair,Not-in-family,United-States,<=50K,0
16566,?,Bachelors,13,4,Bachelor's degree,0,?,Not-in-family,United-States,<=50K,0
16567,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,<=50K,0
16568,Private,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,United-States,<=50K,0
16569,Public-sector,HS-grad,9,2,HS graduate,1,Other-service,Husband,United-States,>50K,1
16570,Private,HS-grad,9,2,HS graduate,0,Other-service,Own-child,United-States,<=50K,0
16571,Private,11th,7,1,Less than HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16572,Public-sector,HS-grad,9,2,HS graduate,0,Protective-serv,Unmarried,United-States,<=50K,0
16573,Private,Doctorate,16,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
16574,Private,5th-6th,3,1,Less than HS graduate,0,Machine-op-inspct,Other-relative,Mexico,<=50K,0
16575,Private,HS-grad,9,2,HS graduate,0,Other-service,Unmarried,United-States,<=50K,0
16576,Self-emp,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,>50K,1
16577,Private,12th,8,1,Less than HS graduate,1,Machine-op-inspct,Husband,United-States,<=50K,0
16578,Public-sector,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Unmarried,United-States,<=50K,0
16579,Private,12th,8,1,Less than HS graduate,0,Sales,Own-child,United-States,<=50K,0
16580,Private,Some-college,10,3,Some college or associate's degree,1,Handlers-cleaners,Husband,United-States,<=50K,0
16581,Private,HS-grad,9,2,HS graduate,0,Exec-managerial,Own-child,United-States,<=50K,0
16582,Private,Bachelors,13,4,Bachelor's degree,0,Craft-repair,Not-in-family,United-States,<=50K,0
16583,?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,Taiwan,<=50K,0
16584,Private,Some-college,10,3,Some college or associate's degree,0,Other-service,Own-child,United-States,<=50K,0
16585,Private,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
16586,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
16587,Public-sector,Bachelors,13,4,Bachelor's degree,0,Craft-repair,Not-in-family,United-States,<=50K,0
16588,Self-emp,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
16589,Private,Masters,14,5,Graduate or professional degree,0,Exec-managerial,Unmarried,United-States,<=50K,0
16590,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
16591,Private,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,<=50K,0
16592,Private,HS-grad,9,2,HS graduate,0,Transport-moving,Unmarried,United-States,<=50K,0
16593,Self-emp,HS-grad,9,2,HS graduate,1,Exec-managerial,Husband,United-States,>50K,1
16594,Self-emp,7th-8th,4,1,Less than HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16595,?,Masters,14,5,Graduate or professional degree,0,?,Not-in-family,United-States,<=50K,0
16596,Private,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,United-States,>50K,1
16597,Public-sector,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
16598,Private,11th,7,1,Less than HS graduate,0,Other-service,Other-relative,United-States,<=50K,0
16599,Private,9th,5,1,Less than HS graduate,0,Craft-repair,Unmarried,United-States,<=50K,0
16600,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
16601,Public-sector,Bachelors,13,4,Bachelor's degree,1,Protective-serv,Husband,United-States,>50K,1
16602,?,HS-grad,9,2,HS graduate,1,?,Husband,United-States,<=50K,0
16603,Private,Assoc-acdm,12,3,Some college or associate's degree,0,Adm-clerical,Own-child,United-States,<=50K,0
16604,Self-emp,7th-8th,4,1,Less than HS graduate,1,Farming-fishing,Husband,United-States,>50K,1
16605,Self-emp,7th-8th,4,1,Less than HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16606,Private,11th,7,1,Less than HS graduate,0,Adm-clerical,Unmarried,United-States,<=50K,0
16607,Private,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,United-States,>50K,1
16608,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
16609,Private,Some-college,10,3,Some college or associate's degree,1,Handlers-cleaners,Husband,United-States,<=50K,0
16610,Private,HS-grad,9,2,HS graduate,0,Craft-repair,Own-child,United-States,<=50K,0
16611,Private,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,United-States,<=50K,0
16612,Private,Bachelors,13,4,Bachelor's degree,0,Tech-support,Not-in-family,United-States,<=50K,0
16613,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Unmarried,United-States,<=50K,0
16614,Self-emp,Doctorate,16,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,<=50K,0
16615,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16616,Self-emp,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16617,Public-sector,Assoc-voc,11,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,<=50K,0
16618,Public-sector,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Own-child,United-States,<=50K,0
16619,Private,Masters,14,5,Graduate or professional degree,0,Adm-clerical,Not-in-family,United-States,>50K,1
16620,Private,Bachelors,13,4,Bachelor's degree,0,Tech-support,Not-in-family,United-States,<=50K,0
16621,Public-sector,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Unmarried,United-States,>50K,1
16622,Public-sector,Some-college,10,3,Some college or associate's degree,0,Transport-moving,Not-in-family,United-States,>50K,1
16623,Private,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Wife,United-States,<=50K,0
16624,Private,HS-grad,9,2,HS graduate,0,Adm-clerical,Own-child,United-States,<=50K,0
16625,Private,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,United-States,<=50K,0
16626,Private,Some-college,10,3,Some college or associate's degree,1,Machine-op-inspct,Husband,United-States,<=50K,0
16627,Self-emp,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,Cuba,>50K,1
16628,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,United-States,<=50K,0
16629,Private,Bachelors,13,4,Bachelor's degree,1,Protective-serv,Husband,United-States,<=50K,0
16630,Public-sector,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,United-States,<=50K,0
16631,Private,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,United-States,>50K,1
16632,Self-emp,HS-grad,9,2,HS graduate,0,Farming-fishing,Not-in-family,United-States,<=50K,0
16633,Private,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,<=50K,0
16634,Self-emp,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,United-States,<=50K,0
16635,Self-emp,Masters,14,5,Graduate or professional degree,0,Exec-managerial,Unmarried,?,>50K,1
16636,Private,HS-grad,9,2,HS graduate,0,Exec-managerial,Unmarried,United-States,<=50K,0
16637,Public-sector,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
16638,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
16639,Private,Some-college,10,3,Some college or associate's degree,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
16640,Self-emp,Assoc-acdm,12,3,Some college or associate's degree,1,Adm-clerical,Wife,United-States,<=50K,0
16641,Private,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Other-relative,United-States,<=50K,0
16642,?,HS-grad,9,2,HS graduate,0,?,Own-child,United-States,<=50K,0
16643,Private,Assoc-voc,11,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,>50K,1
16644,Public-sector,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,United-States,<=50K,0
16645,Public-sector,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Unmarried,United-States,<=50K,0
16646,Private,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Not-in-family,United-States,<=50K,0
16647,Private,Assoc-voc,11,3,Some college or associate's degree,0,Sales,Other-relative,?,<=50K,0
16648,Private,11th,7,1,Less than HS graduate,0,Handlers-cleaners,Unmarried,United-States,<=50K,0
16649,Public-sector,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,United-States,>50K,1
16650,Private,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Own-child,United-States,<=50K,0
16651,Private,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16652,Private,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,United-States,<=50K,0
16653,Public-sector,Masters,14,5,Graduate or professional degree,0,Adm-clerical,Not-in-family,United-States,<=50K,0
16654,Private,Some-college,10,3,Some college or associate's degree,0,Sales,Own-child,United-States,<=50K,0
16655,Public-sector,Bachelors,13,4,Bachelor's degree,1,Protective-serv,Husband,Philippines,>50K,1
16656,Private,Some-college,10,3,Some college or associate's degree,1,Transport-moving,Husband,United-States,>50K,1
16657,Self-emp,Doctorate,16,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
16658,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Unmarried,United-States,<=50K,0
16659,?,Some-college,10,3,Some college or associate's degree,0,?,Own-child,United-States,<=50K,0
16660,Private,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,United-States,<=50K,0
16661,Private,Some-college,10,3,Some college or associate's degree,0,Other-service,Not-in-family,United-States,<=50K,0
16662,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,United-States,>50K,1
16663,Private,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,United-States,>50K,1
16664,Public-sector,Some-college,10,3,Some college or associate's degree,0,Transport-moving,Own-child,United-States,<=50K,0
16665,Private,Some-college,10,3,Some college or associate's degree,1,Protective-serv,Husband,United-States,<=50K,0
16666,Private,11th,7,1,Less than HS graduate,1,Farming-fishing,Husband,Mexico,<=50K,0
16667,Self-emp,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,United-States,>50K,1
16668,Self-emp,Assoc-acdm,12,3,Some college or associate's degree,1,Transport-moving,Husband,United-States,>50K,1
16669,Private,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,United-States,>50K,1
16670,Self-emp,Assoc-acdm,12,3,Some college or associate's degree,1,Exec-managerial,Husband,United-States,>50K,1
16671,Private,HS-grad,9,2,HS graduate,1,Prof-specialty,Husband,United-States,<=50K,0
16672,Private,10th,6,1,Less than HS graduate,1,Craft-repair,Husband,United-States,<=50K,0
16673,Private,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,Philippines,>50K,1
