p_id,age,workclass,fnlwgt,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_lev,education_cat_lev,education_cat
12766,22,Private,83998,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
12767,20,Private,94364,Never-married,Prof-specialty,Not-in-family,Other,Female,0,0,20,United-States,0,3,Some college or associate's degree
12768,44,Private,174189,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0,3,Some college or associate's degree
12769,44,Local-gov,101967,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,0,5,Graduate or professional degree
12770,41,Private,146908,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1,5,Graduate or professional degree
12771,38,Private,126675,Divorced,Craft-repair,Not-in-family,White,Male,0,2205,40,United-States,0,2,HS graduate
12772,21,Private,31606,Never-married,Other-service,Own-child,White,Female,0,0,25,Germany,0,3,Some college or associate's degree
12773,24,Private,132327,Married-spouse-absent,Sales,Unmarried,Other,Female,0,0,30,Ecuador,0,3,Some college or associate's degree
12774,24,Private,112459,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0,5,Graduate or professional degree
12775,28,Private,48894,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,2,HS graduate
12776,39,Private,181943,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,0,4,Bachelor's degree
12777,48,Private,247685,Divorced,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States,0,3,Some college or associate's degree
12778,24,Local-gov,195808,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0,2,HS graduate
12779,50,Private,172052,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,35,South,1,2,HS graduate
12780,50,Local-gov,50178,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,55,United-States,0,3,Some college or associate's degree
12781,68,Private,351711,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
12782,31,State-gov,190305,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0,5,Graduate or professional degree
12783,22,Private,464103,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Guatemala,0,1,Less than HS graduate
12784,18,?,36348,Never-married,?,Own-child,White,Male,0,0,48,United-States,0,3,Some college or associate's degree
12785,25,Private,120238,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Poland,0,2,HS graduate
12786,28,Private,354095,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
12787,17,Local-gov,308901,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,0,1,Less than HS graduate
12788,24,State-gov,208826,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,99,England,0,5,Graduate or professional degree
12789,20,Private,369677,Separated,Sales,Not-in-family,White,Female,0,0,36,United-States,0,1,Less than HS graduate
12790,45,Federal-gov,98524,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
12791,44,Private,239723,Married-spouse-absent,Craft-repair,Unmarried,White,Female,1506,0,45,United-States,0,3,Some college or associate's degree
12792,57,Private,231232,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
12793,33,Private,236396,Married-civ-spouse,Sales,Husband,White,Male,0,1902,55,United-States,1,4,Bachelor's degree
12794,24,?,119156,Never-married,?,Own-child,White,Male,0,0,40,United-States,0,4,Bachelor's degree
12795,22,Private,320451,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Male,0,0,24,India,0,3,Some college or associate's degree
12796,41,Private,38397,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,2,HS graduate
12797,51,Self-emp-inc,189183,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,4,Bachelor's degree
12798,46,Local-gov,199281,Separated,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,0,4,Bachelor's degree
12799,52,Private,286342,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,0,2,HS graduate
12800,50,Private,152810,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
12801,26,Self-emp-inc,176981,Never-married,Adm-clerical,Own-child,White,Female,0,0,50,United-States,0,4,Bachelor's degree
12802,17,Private,117549,Never-married,Sales,Other-relative,Black,Female,0,0,12,United-States,0,1,Less than HS graduate
12803,64,Private,254797,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
12804,51,Private,133336,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1,2,HS graduate
12805,28,Self-emp-not-inc,182826,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,0,2,HS graduate
12806,51,Private,136224,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,4,Bachelor's degree
12807,39,Self-emp-not-inc,134475,Divorced,Adm-clerical,Not-in-family,White,Male,0,1762,40,United-States,0,4,Bachelor's degree
12808,48,Private,272778,Divorced,Other-service,Unmarried,White,Female,0,0,32,United-States,0,3,Some college or associate's degree
12809,44,Private,279183,Married-civ-spouse,Other-service,Own-child,White,Female,0,0,40,United-States,1,3,Some college or associate's degree
12810,47,Private,110243,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
12811,52,Private,202071,Widowed,Craft-repair,Own-child,White,Female,0,0,40,United-States,0,2,HS graduate
12812,58,Private,197642,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,39,United-States,0,3,Some college or associate's degree
12813,19,Private,125591,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,1,Less than HS graduate
12814,40,Private,197462,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
12815,23,Private,238831,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
12816,31,Private,182177,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Yugoslavia,0,4,Bachelor's degree
12817,40,Local-gov,240504,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
12818,48,Self-emp-inc,125892,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,United-States,1,3,Some college or associate's degree
12819,46,Private,154430,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,1,5,Graduate or professional degree
12820,32,Private,207685,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,3908,0,40,United-States,0,2,HS graduate
12821,50,Private,222020,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
12822,18,Private,243240,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,37,United-States,0,2,HS graduate
12823,26,Private,158734,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,0,5,Graduate or professional degree
12824,36,Private,257691,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,0,4,Bachelor's degree
12825,26,Private,144483,Divorced,Sales,Own-child,White,Female,594,0,35,United-States,0,3,Some college or associate's degree
12826,19,Private,209826,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0,3,Some college or associate's degree
12827,53,Private,30244,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,1,3,Some college or associate's degree
12828,54,Private,133050,Never-married,Sales,Not-in-family,Black,Male,0,0,41,United-States,0,3,Some college or associate's degree
12829,29,Private,138332,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,6,United-States,0,3,Some college or associate's degree
12830,81,Private,201398,Widowed,Prof-specialty,Unmarried,White,Male,0,0,60,?,0,5,Graduate or professional degree
12831,37,Private,526968,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,1,5,Graduate or professional degree
12832,40,Private,79036,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,1,3,Some college or associate's degree
12833,36,Private,240323,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0,3,Some college or associate's degree
12834,18,Private,270544,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,0,1,Less than HS graduate
12835,44,State-gov,199551,Separated,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,0,1,Less than HS graduate
12836,36,Private,231052,Separated,Other-service,Unmarried,Black,Female,0,0,35,United-States,0,2,HS graduate
12837,69,State-gov,203072,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1,5,Graduate or professional degree
12838,17,Private,126771,Never-married,Prof-specialty,Own-child,White,Male,0,0,7,United-States,0,1,Less than HS graduate
12839,38,Private,31848,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
12840,27,Private,328981,Never-married,Machine-op-inspct,Unmarried,Black,Male,0,0,40,United-States,0,2,HS graduate
12841,52,Private,159670,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
12842,24,Private,450695,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,0,3,Some college or associate's degree
12843,57,Private,182028,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,0,4,Bachelor's degree
12844,19,Private,349620,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,0,1,Less than HS graduate
12845,38,Private,161066,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,50,United-States,0,2,HS graduate
12846,46,Private,213611,Married-spouse-absent,Priv-house-serv,Unmarried,White,Female,0,1594,24,Guatemala,0,1,Less than HS graduate
12847,21,Private,548303,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,40,Mexico,1,2,HS graduate
12848,29,Private,150861,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Japan,0,3,Some college or associate's degree
12849,33,?,335625,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
12850,26,Private,133766,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,0,2,HS graduate
12851,28,Private,200511,Separated,Farming-fishing,Not-in-family,White,Male,0,0,55,United-States,0,2,HS graduate
12852,26,Private,50103,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
12853,37,?,148266,Married-civ-spouse,?,Husband,White,Male,0,0,6,Mexico,0,5,Graduate or professional degree
12854,49,Private,177211,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,4,Bachelor's degree
12855,28,Private,132686,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,0,4,Bachelor's degree
12856,57,Federal-gov,21626,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
12857,60,Private,52900,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
12858,20,?,150084,Never-married,?,Own-child,White,Male,0,0,25,United-States,0,2,HS graduate
12859,38,Private,248886,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,0,2,HS graduate
12860,51,Self-emp-not-inc,118259,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,60,United-States,0,2,HS graduate
12861,60,Private,145493,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
12862,37,Private,219546,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,3411,0,47,United-States,0,4,Bachelor's degree
12863,44,Federal-gov,399155,Never-married,Craft-repair,Own-child,Black,Female,0,0,40,United-States,0,2,HS graduate
12864,19,Self-emp-not-inc,227310,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0,3,Some college or associate's degree
12865,59,Private,333270,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,0,0,35,Philippines,0,5,Graduate or professional degree
12866,50,Private,231495,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
12867,35,Federal-gov,133935,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
12868,46,Federal-gov,55237,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
12869,18,Private,183034,Never-married,Sales,Own-child,Black,Male,0,0,35,United-States,0,3,Some college or associate's degree
12870,32,Private,245487,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,Mexico,0,1,Less than HS graduate
12871,32,Private,185480,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
12872,39,Private,114251,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,2,HS graduate
12873,25,Private,181814,Never-married,Craft-repair,Other-relative,White,Female,0,0,40,United-States,0,2,HS graduate
12874,30,Private,340917,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,1,5,Graduate or professional degree
12875,37,Private,241998,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,1,4,Bachelor's degree
12876,38,Self-emp-inc,125324,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,1,3,Some college or associate's degree
12877,36,Private,34744,Divorced,Other-service,Unmarried,White,Female,0,0,37,United-States,0,3,Some college or associate's degree
12878,56,Private,131608,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
12879,35,Federal-gov,226916,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,1,4,Bachelor's degree
12880,56,Private,124137,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,41,United-States,0,2,HS graduate
12881,17,Private,96282,Never-married,Other-service,Own-child,White,Male,0,0,14,United-States,0,1,Less than HS graduate
12882,46,Private,337050,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,1,5,Graduate or professional degree
12883,56,Private,229335,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,2,HS graduate
12884,61,State-gov,199495,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
12885,25,Private,111675,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States,0,3,Some college or associate's degree
12886,27,Private,139209,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0,2,HS graduate
12887,50,Self-emp-not-inc,32372,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,0,2,HS graduate
12888,33,Self-emp-not-inc,203784,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,62,United-States,0,3,Some college or associate's degree
12889,33,Private,164190,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,1,3,Some college or associate's degree
12890,38,Private,64875,Never-married,Farming-fishing,Unmarried,White,Male,0,0,60,United-States,0,3,Some college or associate's degree
12891,51,Private,41806,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
12892,27,Private,208725,Never-married,Sales,Not-in-family,White,Male,0,0,42,United-States,0,3,Some college or associate's degree
12893,49,Local-gov,79019,Widowed,Prof-specialty,Unmarried,White,Female,0,0,16,United-States,0,5,Graduate or professional degree
12894,26,Private,136951,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0,2,HS graduate
12895,42,Private,203554,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1,5,Graduate or professional degree
12896,37,Private,252947,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,1719,32,United-States,0,4,Bachelor's degree
12897,38,Private,170861,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,3,Some college or associate's degree
12898,48,Private,199590,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,1,2,HS graduate
12899,41,Private,529216,Divorced,Tech-support,Unmarried,Black,Male,7430,0,45,?,1,4,Bachelor's degree
12900,33,Private,195576,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,60,United-States,0,2,HS graduate
12901,30,Private,182177,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Ireland,0,2,HS graduate
12902,25,State-gov,183678,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0,4,Bachelor's degree
12903,50,Private,209320,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
12904,54,Self-emp-inc,206862,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,36,United-States,1,2,HS graduate
12905,37,Private,168941,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,1,Less than HS graduate
12906,59,Self-emp-not-inc,201263,Married-civ-spouse,Sales,Husband,White,Male,15024,0,55,United-States,1,4,Bachelor's degree
12907,17,Private,75333,Never-married,Sales,Own-child,Black,Female,0,0,24,United-States,0,1,Less than HS graduate
12908,65,?,299494,Married-civ-spouse,?,Husband,White,Male,1797,0,40,United-States,0,1,Less than HS graduate
12909,56,Self-emp-not-inc,163212,Widowed,Adm-clerical,Unmarried,White,Female,99999,0,40,United-States,1,2,HS graduate
12910,57,Private,139290,Divorced,Other-service,Not-in-family,White,Male,0,0,38,United-States,0,2,HS graduate
12911,33,Private,400416,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,0,1,Less than HS graduate
12912,41,Self-emp-not-inc,223763,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,0,5,Graduate or professional degree
12913,45,Private,77927,Widowed,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,0,4,Bachelor's degree
12914,50,Private,175804,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,0,2,HS graduate
12915,18,Private,91525,Never-married,Sales,Other-relative,White,Male,0,0,25,United-States,0,2,HS graduate
12916,19,Private,279968,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,0,3,Some college or associate's degree
12917,26,Private,77698,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,40,United-States,0,3,Some college or associate's degree
12918,61,?,198686,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,1,3,Some college or associate's degree
12919,67,?,190340,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
12920,41,Private,113491,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
12921,29,Private,202878,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0,2,HS graduate
12922,27,Private,108431,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0,3,Some college or associate's degree
12923,35,Private,194490,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,0,2,HS graduate
12924,37,Private,48093,Never-married,Craft-repair,Not-in-family,White,Male,0,0,90,United-States,1,4,Bachelor's degree
12925,22,Private,136824,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,1,Less than HS graduate
12926,25,Private,143280,Never-married,Priv-house-serv,Own-child,White,Female,0,0,24,United-States,0,1,Less than HS graduate
12927,26,Private,150062,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,2,HS graduate
12928,27,Local-gov,298510,Divorced,Protective-serv,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
12929,26,Private,177147,Never-married,Adm-clerical,Not-in-family,White,Male,6849,0,65,United-States,0,4,Bachelor's degree
12930,51,Private,115025,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
12931,45,Private,350440,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,1,2,HS graduate
12932,60,Private,83850,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
12933,35,Private,62669,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1,3,Some college or associate's degree
12934,24,Private,229773,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0,2,HS graduate
12935,40,Local-gov,196234,Divorced,Craft-repair,Own-child,White,Female,0,0,40,Puerto-Rico,0,2,HS graduate
12936,69,?,163595,Widowed,?,Not-in-family,White,Female,0,0,20,United-States,0,2,HS graduate
12937,44,Private,157249,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1977,50,United-States,1,4,Bachelor's degree
12938,65,Private,80174,Divorced,Exec-managerial,Other-relative,White,Female,1848,0,50,United-States,0,2,HS graduate
12939,52,Self-emp-inc,49069,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1,3,Some college or associate's degree
12940,38,Private,122952,Separated,Craft-repair,Unmarried,White,Female,0,0,35,United-States,0,2,HS graduate
12941,18,Private,123856,Never-married,Sales,Own-child,White,Female,0,0,49,United-States,0,1,Less than HS graduate
12942,24,Private,216181,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
12943,52,Private,180062,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0,3,Some college or associate's degree
12944,21,Private,188535,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,44,United-States,0,2,HS graduate
12945,67,Self-emp-not-inc,106143,Married-civ-spouse,Sales,Husband,White,Male,20051,0,40,United-States,1,5,Graduate or professional degree
12946,64,Self-emp-not-inc,170421,Widowed,Craft-repair,Not-in-family,White,Female,0,0,8,United-States,0,3,Some college or associate's degree
12947,25,Private,283087,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,United-States,0,3,Some college or associate's degree
12948,34,Federal-gov,341051,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,1,5,Graduate or professional degree
12949,39,Self-emp-not-inc,34378,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0,2,HS graduate
12950,26,Private,380674,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,52,United-States,0,2,HS graduate
12951,19,Private,304469,Never-married,Farming-fishing,Own-child,White,Male,0,0,25,United-States,0,1,Less than HS graduate
12952,35,Private,99146,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,2,HS graduate
12953,26,Private,205109,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,5,Graduate or professional degree
12954,38,Private,99156,Separated,Other-service,Own-child,White,Male,0,0,35,United-States,0,2,HS graduate
12955,45,Private,97842,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,United-States,0,3,Some college or associate's degree
12956,18,Private,100875,Never-married,Other-service,Unmarried,White,Female,0,0,28,United-States,0,1,Less than HS graduate
12957,51,Private,200576,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,63,United-States,0,3,Some college or associate's degree
12958,36,Private,355053,Separated,Other-service,Unmarried,Black,Female,0,0,28,United-States,0,2,HS graduate
12959,18,Private,118376,Never-married,Other-service,Own-child,White,Female,0,0,16,?,0,3,Some college or associate's degree
12960,37,Local-gov,117760,Never-married,Protective-serv,Not-in-family,White,Male,4650,0,40,United-States,0,3,Some college or associate's degree
12961,37,Private,117567,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1,4,Bachelor's degree
12962,39,Federal-gov,189632,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1,2,HS graduate
12963,21,Private,170108,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
12964,46,State-gov,27243,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States,1,5,Graduate or professional degree
12965,33,Private,192663,Separated,Sales,Not-in-family,White,Female,0,0,35,United-States,0,2,HS graduate
12966,23,Private,526164,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0,4,Bachelor's degree
12967,52,Self-emp-not-inc,146579,Divorced,Sales,Unmarried,Black,Male,0,0,40,United-States,0,2,HS graduate
12968,28,Private,60288,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,2,HS graduate
12969,23,State-gov,241951,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
12970,48,Self-emp-inc,213140,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,3,Some college or associate's degree
12971,17,Private,218124,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0,1,Less than HS graduate
12972,22,Self-emp-not-inc,279802,Never-married,Prof-specialty,Own-child,White,Female,0,0,3,United-States,0,3,Some college or associate's degree
12973,26,Private,153078,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,80,?,1,2,HS graduate
12974,40,Private,167919,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
12975,90,Private,250832,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,1,Less than HS graduate
12976,28,Private,193158,Divorced,Sales,Own-child,White,Female,0,0,40,United-States,0,2,HS graduate
12977,44,Private,172032,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,2,HS graduate
12978,29,Private,39484,Married-civ-spouse,Other-service,Husband,White,Male,7298,0,42,United-States,1,4,Bachelor's degree
12979,45,Private,84298,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,1,3,Some college or associate's degree
12980,43,Private,269015,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Germany,1,2,HS graduate
12981,17,?,262196,Never-married,?,Own-child,White,Male,0,0,8,United-States,0,1,Less than HS graduate
12982,49,Federal-gov,125892,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,4,Bachelor's degree
12983,27,Private,134890,Never-married,Tech-support,Own-child,White,Male,0,0,50,United-States,0,4,Bachelor's degree
12984,60,Self-emp-not-inc,261119,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,0,2,HS graduate
12985,33,Private,119409,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,0,0,40,Columbia,0,2,HS graduate
12986,53,Self-emp-not-inc,118793,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,1,Less than HS graduate
12987,19,Private,184207,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
12988,28,Self-emp-not-inc,191027,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0,2,HS graduate
12989,22,Private,207782,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0,3,Some college or associate's degree
12990,48,Self-emp-not-inc,209146,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0,2,HS graduate
12991,76,?,79445,Married-civ-spouse,?,Husband,White,Male,1173,0,40,United-States,0,1,Less than HS graduate
12992,19,Private,187724,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0,3,Some college or associate's degree
12993,28,Private,66777,Married-civ-spouse,Other-service,Other-relative,White,Female,3137,0,40,United-States,0,3,Some college or associate's degree
12994,58,Private,158002,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,0,3,Some college or associate's degree
12995,19,Self-emp-not-inc,305834,Never-married,Craft-repair,Own-child,White,Female,0,0,25,United-States,0,3,Some college or associate's degree
12996,37,?,122265,Divorced,?,Not-in-family,Asian-Pac-Islander,Female,0,0,42,?,0,2,HS graduate
12997,22,Private,211798,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,3,Some college or associate's degree
12998,52,Self-emp-not-inc,123011,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1,5,Graduate or professional degree
