p_id,age,workclass,fnlwgt,education,education_num,education_cat_lev,education_cat,marital_status,occupation,relationship,capital_gain,capital_loss,hours_per_week,native_country,income,income_lev,race_Amer-Indian-Eskimo,race_Asian-Pac-Islander,race_Black,race_Other,sex_Male
20508,45,Private,116163,HS-grad,9,2,HS graduate,0,Exec-managerial,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
20509,37,Private,405644,1st-4th,2,1,Less than HS graduate,1,Farming-fishing,Other-relative,0,0,77,Mexico,<=50K,0,0,0,0,0,1
20510,36,Public-sector,223433,Assoc-voc,11,3,Some college or associate's degree,1,Protective-serv,Husband,0,0,53,United-States,>50K,1,0,0,0,0,1
20511,36,Private,41624,10th,6,1,Less than HS graduate,1,Craft-repair,Husband,0,0,70,Mexico,<=50K,0,0,0,0,0,1
20512,44,Private,151089,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,1902,50,United-States,>50K,1,0,0,0,0,1
20513,51,Public-sector,285747,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,0,1977,60,United-States,>50K,1,0,0,0,0,1
20514,25,Public-sector,108542,Some-college,10,3,Some college or associate's degree,1,Protective-serv,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20515,28,Self-emp,212318,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,0,0,55,United-States,<=50K,0,0,0,0,0,1
20516,57,Private,173090,HS-grad,9,2,HS graduate,0,Sales,Unmarried,0,0,32,United-States,<=50K,0,0,0,0,0,0
20517,46,Private,26781,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,1,0,0,0,1
20518,59,Private,31782,10th,6,1,Less than HS graduate,1,Transport-moving,Husband,0,0,45,United-States,>50K,1,0,0,0,0,1
20519,28,Private,189241,11th,7,1,Less than HS graduate,1,Handlers-cleaners,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
20520,25,Private,164229,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,2597,0,40,United-States,<=50K,0,0,0,0,0,1
20521,35,Private,240467,HS-grad,9,2,HS graduate,1,Adm-clerical,Unmarried,0,0,40,United-States,<=50K,0,0,0,1,0,0
20522,27,Private,263614,Assoc-acdm,12,3,Some college or associate's degree,1,Craft-repair,Husband,0,0,45,United-States,>50K,1,0,0,0,0,1
20523,29,Private,74500,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
20524,43,Public-sector,263502,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
20525,38,Public-sector,47707,HS-grad,9,2,HS graduate,0,Adm-clerical,Own-child,0,0,40,United-States,<=50K,0,0,0,1,0,0
20526,26,Private,231638,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
20527,55,?,389479,Masters,14,5,Graduate or professional degree,1,?,Husband,0,0,50,United-States,>50K,1,0,0,0,0,1
20528,36,Private,111128,HS-grad,9,2,HS graduate,0,Craft-repair,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
20529,37,Private,152307,Some-college,10,3,Some college or associate's degree,1,Machine-op-inspct,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
20530,23,?,280134,HS-grad,9,2,HS graduate,0,?,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
20531,34,Private,609789,HS-grad,9,2,HS graduate,1,Other-service,Husband,0,0,30,?,<=50K,0,0,0,0,0,1
20532,41,Private,184466,11th,7,1,Less than HS graduate,1,Protective-serv,Husband,0,0,55,United-States,<=50K,0,0,0,0,0,1
20533,44,Private,216411,Assoc-voc,11,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,0,0,40,Dominican-Republic,<=50K,0,0,0,0,0,0
20534,48,Self-emp,324173,Assoc-voc,11,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,0,0,50,United-States,<=50K,0,0,0,0,0,0
20535,35,Public-sector,300681,HS-grad,9,2,HS graduate,1,Protective-serv,Husband,7298,0,35,United-States,>50K,1,0,0,1,0,1
20536,43,Public-sector,598995,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Unmarried,0,0,42,United-States,<=50K,0,0,0,1,0,0
20537,57,Public-sector,140711,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
20538,44,Public-sector,262241,HS-grad,9,2,HS graduate,1,Adm-clerical,Other-relative,0,0,40,United-States,<=50K,0,0,0,0,0,0
20539,28,Private,308136,HS-grad,9,2,HS graduate,0,Other-service,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
20540,55,Private,148590,10th,6,1,Less than HS graduate,0,Craft-repair,Unmarried,0,0,40,United-States,<=50K,0,0,0,1,0,0
20541,52,Private,195635,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,0,2051,38,United-States,<=50K,0,0,0,0,0,1
20542,30,Private,228406,HS-grad,9,2,HS graduate,0,Adm-clerical,Unmarried,0,0,40,United-States,<=50K,0,0,0,1,0,0
20543,31,Private,136398,Doctorate,16,5,Graduate or professional degree,1,Prof-specialty,Husband,0,0,50,Thailand,>50K,1,0,1,0,0,1
20544,21,?,305466,Some-college,10,3,Some college or associate's degree,0,?,Own-child,0,0,70,United-States,<=50K,0,0,0,0,0,1
20545,50,Self-emp,175070,Prof-school,15,5,Graduate or professional degree,1,Prof-specialty,Husband,0,0,45,United-States,>50K,1,0,0,0,0,1
20546,43,Self-emp,34007,Bachelors,13,4,Bachelor's degree,1,Farming-fishing,Husband,0,0,70,United-States,>50K,1,0,0,0,0,1
20547,33,Private,121195,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Not-in-family,0,0,50,United-States,<=50K,0,0,0,0,1,1
20548,23,Public-sector,216853,Assoc-voc,11,3,Some college or associate's degree,1,Handlers-cleaners,Husband,0,0,25,United-States,<=50K,0,0,0,0,0,1
20549,35,Private,81280,Bachelors,13,4,Bachelor's degree,1,Farming-fishing,Husband,0,0,65,Yugoslavia,>50K,1,0,0,0,0,1
20550,18,Private,212936,Some-college,10,3,Some college or associate's degree,0,Other-service,Own-child,0,0,15,United-States,<=50K,0,0,0,0,0,1
20551,21,?,213055,Some-college,10,3,Some college or associate's degree,0,?,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,1,0
20552,33,Public-sector,220430,Bachelors,13,4,Bachelor's degree,1,Protective-serv,Husband,0,0,70,United-States,>50K,1,0,0,1,0,1
20553,30,Public-sector,73514,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Other-relative,0,0,45,United-States,<=50K,0,0,1,0,0,0
20554,21,Private,307371,Some-college,10,3,Some college or associate's degree,0,Protective-serv,Own-child,0,0,15,United-States,<=50K,0,0,0,0,0,1
20555,36,Public-sector,380614,Bachelors,13,4,Bachelor's degree,1,Adm-clerical,Wife,0,0,35,Germany,>50K,1,0,0,0,0,0
20556,38,Private,119992,Some-college,10,3,Some college or associate's degree,1,Prof-specialty,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20557,33,Private,192002,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,7298,0,60,Canada,>50K,1,0,0,0,0,1
20558,24,Private,327518,Assoc-voc,11,3,Some college or associate's degree,1,Craft-repair,Husband,0,0,45,United-States,<=50K,0,0,0,0,0,1
20559,24,Private,220323,Some-college,10,3,Some college or associate's degree,1,Prof-specialty,Husband,0,0,40,United-States,<=50K,0,0,0,1,0,1
20560,39,Private,421633,Some-college,10,3,Some college or associate's degree,0,Protective-serv,Unmarried,0,0,30,United-States,<=50K,0,0,0,1,0,0
20561,43,Private,154210,HS-grad,9,2,HS graduate,1,Other-service,Husband,2829,0,60,China,<=50K,0,0,1,0,0,1
20562,43,Self-emp,35034,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,21,United-States,<=50K,0,0,0,0,0,1
20563,62,?,378239,Masters,14,5,Graduate or professional degree,1,?,Husband,0,0,2,United-States,>50K,1,0,0,0,0,1
20564,30,Public-sector,270218,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Own-child,0,0,40,United-States,<=50K,0,0,0,1,0,0
20565,25,Private,254933,11th,7,1,Less than HS graduate,1,Transport-moving,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20566,45,Private,61751,HS-grad,9,2,HS graduate,1,Other-service,Wife,0,0,35,United-States,<=50K,0,0,0,0,0,0
20567,22,Private,137876,Some-college,10,3,Some college or associate's degree,0,Protective-serv,Not-in-family,0,0,20,United-States,<=50K,0,0,0,0,0,1
20568,73,Private,336007,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,2246,40,United-States,>50K,1,0,0,0,0,1
20569,26,Private,222539,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
20570,24,Private,233856,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Other-relative,0,0,45,United-States,<=50K,0,0,0,1,0,1
20571,18,Private,198616,12th,8,1,Less than HS graduate,0,Craft-repair,Own-child,594,0,20,United-States,<=50K,0,0,0,0,0,1
20572,35,Private,202027,Bachelors,13,4,Bachelor's degree,1,Handlers-cleaners,Husband,7298,0,35,United-States,>50K,1,0,0,0,0,1
20573,22,Private,203182,Some-college,10,3,Some college or associate's degree,0,Sales,Unmarried,0,0,43,United-States,<=50K,0,0,0,0,0,0
20574,28,Private,221317,Some-college,10,3,Some college or associate's degree,1,Handlers-cleaners,Husband,0,0,40,Mexico,<=50K,0,0,0,0,0,1
20575,38,Private,186934,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,0,0,45,United-States,<=50K,0,0,0,0,0,1
20576,68,?,351402,Doctorate,16,5,Graduate or professional degree,1,?,Husband,0,0,70,United-States,<=50K,0,0,0,0,0,1
20577,40,Public-sector,179580,HS-grad,9,2,HS graduate,1,Adm-clerical,Wife,0,0,40,United-States,<=50K,0,0,0,0,0,0
20578,32,Private,26803,Some-college,10,3,Some college or associate's degree,1,Machine-op-inspct,Husband,0,0,84,United-States,>50K,1,0,0,0,0,1
20579,42,Private,344624,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,0,1902,50,United-States,>50K,1,0,0,0,0,1
20580,31,Public-sector,59969,HS-grad,9,2,HS graduate,1,Adm-clerical,Other-relative,0,0,35,United-States,<=50K,0,0,0,0,0,0
20581,33,Private,162930,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,50,Italy,<=50K,0,0,0,0,0,1
20582,54,Self-emp,192654,Bachelors,13,4,Bachelor's degree,0,Transport-moving,Not-in-family,0,0,65,United-States,<=50K,0,0,0,0,0,1
20583,63,Private,117681,HS-grad,9,2,HS graduate,0,Farming-fishing,Not-in-family,0,0,25,United-States,<=50K,0,0,0,0,0,1
20584,67,Self-emp,179285,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,0,0,30,United-States,<=50K,0,0,0,0,0,1
20585,47,Private,217161,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,0,0,14,United-States,<=50K,0,0,0,1,0,0
20586,67,Self-emp,116517,Bachelors,13,4,Bachelor's degree,0,Other-service,Unmarried,0,0,35,United-States,<=50K,0,0,0,0,0,0
20587,33,Private,170336,HS-grad,9,2,HS graduate,1,Adm-clerical,Wife,0,0,19,United-States,<=50K,0,0,0,0,1,0
20588,33,Public-sector,256529,HS-grad,9,2,HS graduate,0,Other-service,Own-child,0,0,80,United-States,<=50K,0,0,0,0,0,0
20589,25,Public-sector,227886,Bachelors,13,4,Bachelor's degree,1,Adm-clerical,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20590,25,Private,141706,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
20591,35,Private,361888,Some-college,10,3,Some college or associate's degree,0,Machine-op-inspct,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,1
20592,54,Private,185407,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,7688,0,40,United-States,>50K,1,0,0,0,0,1
20593,35,Self-emp,176101,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,0,0,80,United-States,>50K,1,0,0,0,0,1
20594,18,Private,216730,11th,7,1,Less than HS graduate,0,Other-service,Own-child,0,0,12,United-States,<=50K,0,0,0,0,0,1
20595,54,?,155755,HS-grad,9,2,HS graduate,0,?,Not-in-family,4416,0,25,United-States,<=50K,0,0,0,0,0,0
20596,30,Private,609789,11th,7,1,Less than HS graduate,1,Farming-fishing,Husband,0,0,60,Mexico,<=50K,0,0,0,0,0,1
20597,29,Private,136017,10th,6,1,Less than HS graduate,0,Craft-repair,Not-in-family,0,0,48,United-States,<=50K,0,0,0,0,0,1
20598,41,Private,58880,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Wife,7688,0,10,United-States,>50K,1,0,0,0,0,0
20599,40,Private,285787,Assoc-acdm,12,3,Some college or associate's degree,1,Tech-support,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
20600,46,Private,173243,Some-college,10,3,Some college or associate's degree,1,Tech-support,Husband,5178,0,40,United-States,>50K,1,0,0,0,0,1
20601,39,Private,160916,Assoc-acdm,12,3,Some college or associate's degree,1,Tech-support,Wife,0,0,45,United-States,<=50K,0,0,0,0,0,0
20602,42,Private,227397,Bachelors,13,4,Bachelor's degree,1,Adm-clerical,Wife,0,0,40,United-States,>50K,1,0,0,0,0,0
20603,49,Self-emp,111066,Bachelors,13,4,Bachelor's degree,1,Craft-repair,Husband,0,0,50,United-States,>50K,1,0,0,0,0,1
20604,23,Private,189924,Some-college,10,3,Some college or associate's degree,0,Other-service,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
20605,34,Private,31740,7th-8th,4,1,Less than HS graduate,1,Transport-moving,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20606,42,Self-emp,120837,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,2042,48,United-States,<=50K,0,0,0,0,0,1
20607,31,Private,172304,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,0,0,50,United-States,>50K,1,0,0,0,0,1
20608,72,?,166253,HS-grad,9,2,HS graduate,1,?,Wife,0,0,2,United-States,<=50K,0,0,0,0,0,0
20609,31,Private,86492,Assoc-voc,11,3,Some college or associate's degree,1,Transport-moving,Husband,0,0,30,United-States,>50K,1,0,0,0,0,1
20610,90,Private,206667,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Wife,0,0,40,United-States,>50K,1,0,0,0,0,0
20611,27,Self-emp,153546,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
20612,18,?,189041,HS-grad,9,2,HS graduate,0,?,Other-relative,0,0,40,United-States,<=50K,0,0,0,0,0,1
20613,30,Self-emp,115932,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,99999,0,50,United-States,>50K,1,0,0,0,0,1
20614,27,Public-sector,151626,HS-grad,9,2,HS graduate,0,Prof-specialty,Own-child,0,0,40,United-States,<=50K,0,0,0,1,0,0
20615,27,Self-emp,37302,11th,7,1,Less than HS graduate,1,Exec-managerial,Husband,0,0,50,United-States,<=50K,0,0,0,0,0,1
20616,28,Private,109001,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
20617,40,Private,195488,HS-grad,9,2,HS graduate,0,Adm-clerical,Own-child,0,0,45,United-States,<=50K,0,0,0,0,0,0
20618,43,Public-sector,216116,Masters,14,5,Graduate or professional degree,0,Prof-specialty,Unmarried,0,0,37,United-States,<=50K,0,0,0,1,0,0
20619,26,Private,118497,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,0,0,50,United-States,<=50K,0,0,0,0,0,1
20620,48,Self-emp,101233,Assoc-voc,11,3,Some college or associate's degree,1,Other-service,Wife,0,0,15,United-States,<=50K,0,0,0,0,0,0
20621,41,Private,349703,Assoc-acdm,12,3,Some college or associate's degree,1,Farming-fishing,Husband,0,0,40,United-States,<=50K,0,0,1,0,0,1
20622,32,Private,226883,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,Germany,<=50K,0,0,0,0,0,1
20623,23,Private,214635,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
20624,35,Private,169672,11th,7,1,Less than HS graduate,1,Sales,Husband,0,0,65,United-States,<=50K,0,0,0,0,0,1
20625,42,Private,71458,Some-college,10,3,Some college or associate's degree,1,Exec-managerial,Husband,0,0,50,United-States,<=50K,0,0,0,0,0,1
20626,27,Public-sector,142621,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,4101,0,40,United-States,<=50K,0,0,0,0,0,0
20627,34,Private,125279,HS-grad,9,2,HS graduate,1,Transport-moving,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20628,25,Private,197303,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,0
20629,46,Public-sector,148995,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Own-child,4787,0,45,United-States,>50K,1,0,0,0,0,1
20630,34,Private,69251,Some-college,10,3,Some college or associate's degree,1,Other-service,Husband,0,0,40,Philippines,<=50K,0,0,1,0,0,1
20631,39,Private,160123,HS-grad,9,2,HS graduate,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
20632,33,Private,137310,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Own-child,0,0,40,?,<=50K,0,0,0,0,0,0
20633,25,Private,323229,Bachelors,13,4,Bachelor's degree,0,Adm-clerical,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
20634,45,Private,138626,Assoc-voc,11,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,2174,0,50,United-States,<=50K,0,0,0,0,0,1
20635,46,Private,102359,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
20636,23,Private,151888,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,4650,0,50,Ireland,<=50K,0,0,0,0,0,1
20637,37,Private,404661,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Not-in-family,0,0,40,United-States,<=50K,0,0,0,1,0,1
20638,39,Private,99146,Masters,14,5,Graduate or professional degree,1,Prof-specialty,Husband,0,0,40,?,>50K,1,0,0,0,0,1
20639,38,Self-emp,185325,HS-grad,9,2,HS graduate,1,Handlers-cleaners,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
20640,35,Self-emp,230268,Some-college,10,3,Some college or associate's degree,1,Other-service,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20641,49,Self-emp,38819,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,0,0,50,United-States,>50K,1,0,0,0,0,1
20642,37,Private,380614,Assoc-acdm,12,3,Some college or associate's degree,1,Prof-specialty,Wife,0,0,13,United-States,>50K,1,0,0,0,0,0
20643,45,Private,319637,HS-grad,9,2,HS graduate,0,Other-service,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
20644,71,Private,149040,12th,8,1,Less than HS graduate,0,Other-service,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
20645,44,Private,320984,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,0,0,60,United-States,>50K,1,0,0,0,0,1
20646,19,?,117201,Some-college,10,3,Some college or associate's degree,0,?,Own-child,0,0,22,United-States,<=50K,0,0,0,0,0,1
20647,38,Private,81965,Assoc-voc,11,3,Some college or associate's degree,0,Tech-support,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
20648,42,Public-sector,182302,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20649,29,Private,53434,Assoc-voc,11,3,Some college or associate's degree,1,Exec-managerial,Husband,0,0,60,United-States,>50K,1,0,0,0,0,1
20650,48,Private,216214,11th,7,1,Less than HS graduate,1,Machine-op-inspct,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20651,56,Self-emp,24127,Assoc-voc,11,3,Some college or associate's degree,1,Sales,Husband,0,0,54,United-States,>50K,1,0,0,0,0,1
20652,32,Public-sector,115066,HS-grad,9,2,HS graduate,1,Tech-support,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20653,19,Private,120277,HS-grad,9,2,HS graduate,0,Other-service,Not-in-family,0,0,30,United-States,<=50K,0,0,0,0,0,0
20654,57,Self-emp,134286,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,0,0,35,United-States,<=50K,0,0,0,0,0,1
20655,55,Private,26716,10th,6,1,Less than HS graduate,0,Transport-moving,Not-in-family,0,0,60,United-States,<=50K,0,0,0,0,0,1
20656,48,?,174533,11th,7,1,Less than HS graduate,0,?,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,1
20657,46,Self-emp,175958,12th,8,1,Less than HS graduate,1,Craft-repair,Husband,0,0,45,?,<=50K,0,0,0,0,0,1
20658,36,Private,218948,9th,5,1,Less than HS graduate,0,Other-service,Unmarried,0,0,40,?,<=50K,0,0,0,1,0,0
20659,66,Private,117746,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,0,0,50,United-States,>50K,1,0,0,0,0,1
20660,26,Private,206199,HS-grad,9,2,HS graduate,0,Adm-clerical,Own-child,0,0,40,United-States,<=50K,0,0,0,1,0,1
20661,58,Self-emp,89922,Assoc-voc,11,3,Some college or associate's degree,1,Exec-managerial,Husband,15024,0,40,United-States,>50K,1,0,0,0,0,1
20662,62,Private,69867,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,55,United-States,>50K,1,0,0,0,0,1
20663,31,Private,109020,Bachelors,13,4,Bachelor's degree,0,Prof-specialty,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,1,1
20664,77,?,158847,Assoc-voc,11,3,Some college or associate's degree,1,?,Not-in-family,0,0,25,United-States,<=50K,0,0,0,0,0,0
20665,25,Private,130302,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20666,38,Private,156728,Bachelors,13,4,Bachelor's degree,1,Adm-clerical,Husband,0,0,56,United-States,<=50K,0,0,0,0,0,1
20667,33,Private,424719,Bachelors,13,4,Bachelor's degree,0,Exec-managerial,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,0
20668,51,Public-sector,217647,Some-college,10,3,Some college or associate's degree,0,Prof-specialty,Not-in-family,0,0,40,United-States,<=50K,0,0,0,1,0,0
20669,20,Private,33087,Assoc-voc,11,3,Some college or associate's degree,0,Farming-fishing,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
20670,40,Public-sector,241895,HS-grad,9,2,HS graduate,1,Adm-clerical,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20671,20,Private,38455,10th,6,1,Less than HS graduate,0,Other-service,Not-in-family,0,0,40,United-States,<=50K,0,0,0,0,0,1
20672,41,Public-sector,81054,Some-college,10,3,Some college or associate's degree,0,Exec-managerial,Unmarried,0,0,25,United-States,<=50K,0,0,0,0,0,0
20673,44,Private,163215,12th,8,1,Less than HS graduate,0,Machine-op-inspct,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
20674,35,Private,156728,HS-grad,9,2,HS graduate,1,Farming-fishing,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20675,35,Self-emp,127930,HS-grad,9,2,HS graduate,1,Farming-fishing,Not-in-family,0,0,60,United-States,<=50K,0,0,0,0,0,1
20676,46,Public-sector,227310,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Unmarried,0,0,40,United-States,<=50K,0,0,0,1,0,0
20677,24,Private,96844,Some-college,10,3,Some college or associate's degree,0,Adm-clerical,Not-in-family,0,0,17,United-States,<=50K,0,0,0,0,0,0
20678,18,Private,245199,Some-college,10,3,Some college or associate's degree,0,Other-service,Own-child,0,0,40,United-States,<=50K,0,0,0,0,0,1
20679,37,Private,46385,HS-grad,9,2,HS graduate,1,Machine-op-inspct,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20680,58,Private,186385,Doctorate,16,5,Graduate or professional degree,0,Prof-specialty,Not-in-family,0,0,8,United-States,<=50K,0,0,0,0,0,1
20681,55,Private,252714,Assoc-voc,11,3,Some college or associate's degree,1,Adm-clerical,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20682,68,Private,154897,HS-grad,9,2,HS graduate,0,Sales,Not-in-family,0,0,30,United-States,<=50K,0,0,0,0,0,0
20683,41,Private,320744,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
20684,50,Private,138852,Masters,14,5,Graduate or professional degree,1,Exec-managerial,Husband,15024,0,50,United-States,>50K,1,0,0,0,0,1
20685,48,Private,102092,HS-grad,9,2,HS graduate,1,Craft-repair,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20686,42,?,32533,Some-college,10,3,Some college or associate's degree,0,?,Not-in-family,0,0,45,United-States,<=50K,0,0,0,0,0,1
20687,45,Private,278151,HS-grad,9,2,HS graduate,1,Protective-serv,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20688,43,Private,338290,Some-college,10,3,Some college or associate's degree,1,Prof-specialty,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20689,37,Private,34378,Some-college,10,3,Some college or associate's degree,1,Craft-repair,Husband,0,0,35,United-States,<=50K,0,0,0,0,0,1
20690,43,Private,91959,Bachelors,13,4,Bachelor's degree,1,Exec-managerial,Husband,0,0,45,United-States,>50K,1,0,0,0,0,1
20691,36,Private,265881,HS-grad,9,2,HS graduate,0,Machine-op-inspct,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
20692,60,Private,276009,HS-grad,9,2,HS graduate,1,Other-service,Husband,0,0,30,Philippines,<=50K,0,0,1,0,0,1
20693,27,Private,193898,HS-grad,9,2,HS graduate,0,Craft-repair,Not-in-family,0,0,50,United-States,<=50K,0,0,0,0,0,1
20694,36,Private,139364,Bachelors,13,4,Bachelor's degree,1,Sales,Husband,0,0,50,United-States,>50K,1,0,0,0,0,1
20695,47,Public-sector,306473,Assoc-acdm,12,3,Some college or associate's degree,1,Transport-moving,Husband,0,0,40,United-States,<=50K,0,0,0,0,0,1
20696,33,Private,37232,Some-college,10,3,Some college or associate's degree,0,Craft-repair,Not-in-family,0,0,80,United-States,<=50K,0,0,0,0,0,1
20697,19,Public-sector,56424,12th,8,1,Less than HS graduate,0,Transport-moving,Own-child,0,0,20,United-States,<=50K,0,0,0,1,0,1
20698,33,Private,165235,Bachelors,13,4,Bachelor's degree,0,Other-service,Not-in-family,0,0,35,Thailand,<=50K,0,0,1,0,0,0
20699,34,Private,153326,Bachelors,13,4,Bachelor's degree,1,Prof-specialty,Husband,0,0,40,United-States,>50K,1,0,0,0,0,1
20700,33,Private,106976,HS-grad,9,2,HS graduate,0,Other-service,Unmarried,0,0,40,United-States,<=50K,0,0,0,0,0,0
20701,57,Private,109015,Some-college,10,3,Some college or associate's degree,0,Sales,Not-in-family,0,0,48,United-States,<=50K,0,0,0,0,0,0
20702,59,Private,154100,Masters,14,5,Graduate or professional degree,0,Sales,Not-in-family,27828,0,45,United-States,>50K,1,0,0,0,0,0
20703,36,Private,183739,HS-grad,9,2,HS graduate,1,Craft-repair,Own-child,0,2002,40,United-States,<=50K,0,0,0,0,0,0
