age,workclass,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_lev,education_cat_lev
57,Self-emp,138285,12,1,Other-service,Husband,4,1,0,0,40,Iran,0,3
51,Private,111939,13,1,Prof-specialty,Husband,4,1,0,0,50,United-States,1,4
50,Private,109277,5,1,Machine-op-inspct,Husband,4,1,0,0,48,United-States,0,1
32,Private,331539,13,1,Exec-managerial,Husband,1,1,0,0,50,China,1,4
32,Private,396745,13,1,Prof-specialty,Husband,4,1,0,2415,48,United-States,1,4
37,Private,126675,9,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
69,Self-emp,349022,9,1,Sales,Husband,4,1,0,0,33,United-States,0,2
33,?,98145,10,0,?,Unmarried,0,1,0,0,30,United-States,0,3
37,Private,234901,10,1,Sales,Husband,4,1,0,0,50,Germany,1,3
36,Private,100681,10,0,Adm-clerical,Not-in-family,4,1,2463,0,40,United-States,0,3
47,Self-emp,265097,9,1,Transport-moving,Husband,4,1,0,0,45,United-States,1,2
63,Private,237379,6,1,Transport-moving,Husband,4,1,0,0,40,United-States,0,1
21,Private,44793,10,0,Adm-clerical,Not-in-family,4,1,0,0,65,United-States,0,3
17,Private,270942,9,0,Other-service,Other-relative,4,1,0,0,35,Mexico,0,2
56,Private,193622,9,0,Craft-repair,Unmarried,4,1,0,0,40,United-States,0,2
90,Public-sector,187749,12,1,Adm-clerical,Husband,1,1,0,0,20,Philippines,0,3
27,Private,160178,10,0,Adm-clerical,Not-in-family,4,0,0,0,38,United-States,0,3
38,Private,680390,9,0,Adm-clerical,Unmarried,4,0,0,0,20,United-States,0,2
33,Private,96245,12,1,Prof-specialty,Husband,4,1,0,0,50,United-States,0,3
26,Private,34803,9,0,Exec-managerial,Not-in-family,4,0,0,0,40,United-States,0,2
20,Private,170091,10,0,Other-service,Own-child,4,0,0,0,35,United-States,0,3
42,Private,231813,7,1,Transport-moving,Husband,4,1,0,0,40,United-States,0,1
55,Private,23789,9,0,Exec-managerial,Not-in-family,4,0,0,0,40,United-States,0,2
32,Public-sector,438711,10,1,Prof-specialty,Wife,2,0,0,0,40,United-States,0,3
66,Private,169804,13,1,Sales,Husband,4,1,20051,0,40,United-States,1,4
66,Public-sector,376506,16,0,Prof-specialty,Not-in-family,4,0,3273,0,40,United-States,0,5
49,Private,28791,10,0,Other-service,Not-in-family,4,0,0,0,40,United-States,0,3
34,Private,162814,9,0,Protective-serv,Not-in-family,2,1,0,0,45,United-States,0,2
38,Private,58108,13,1,Exec-managerial,Husband,4,1,0,0,50,United-States,1,4
40,Self-emp,102226,9,1,Exec-managerial,Husband,4,1,0,0,40,United-States,0,2
22,Public-sector,209131,12,0,Other-service,Own-child,4,1,0,0,20,United-States,0,3
46,Self-emp,157117,9,1,Transport-moving,Husband,4,1,0,0,40,United-States,0,2
29,Private,172865,9,1,Machine-op-inspct,Husband,4,1,0,0,50,United-States,0,2
19,Private,29798,8,0,Handlers-cleaners,Own-child,0,1,0,0,20,United-States,0,1
71,?,229424,9,0,?,Not-in-family,4,0,0,0,40,United-States,0,2
37,Public-sector,80680,13,0,Prof-specialty,Unmarried,4,0,1151,0,35,United-States,0,4
52,Public-sector,238959,14,0,Prof-specialty,Not-in-family,4,1,0,0,32,United-States,1,5
27,Private,189462,14,0,Adm-clerical,Not-in-family,4,0,0,0,46,United-States,0,5
52,Private,139347,9,1,Transport-moving,Wife,4,0,0,0,40,United-States,0,2
31,Private,188108,9,0,Craft-repair,Own-child,4,1,4101,0,40,United-States,0,2
37,Self-emp,111128,10,1,Craft-repair,Husband,4,1,0,0,50,United-States,1,3
28,Private,81540,9,0,Handlers-cleaners,Not-in-family,4,1,0,0,40,United-States,0,2
25,Private,257562,4,1,Craft-repair,Husband,4,1,0,0,40,Mexico,0,1
31,Private,59496,10,1,Adm-clerical,Husband,4,1,0,0,50,United-States,0,3
29,Private,29974,9,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
45,Private,102597,9,0,Adm-clerical,Unmarried,4,0,0,0,35,United-States,0,2
69,Private,41419,4,1,Other-service,Husband,4,1,0,0,20,United-States,0,1
50,Private,118565,7,1,Machine-op-inspct,Husband,2,1,0,0,40,United-States,0,1
54,Public-sector,312897,16,1,Prof-specialty,Husband,4,1,0,0,46,England,1,5
17,Private,166290,5,0,Other-service,Own-child,4,0,0,0,20,United-States,0,1
34,Private,160261,9,0,Tech-support,Own-child,1,1,14084,0,35,China,1,2
32,Self-emp,116834,9,1,Other-service,Wife,4,0,0,0,5,?,0,2
23,Private,203076,10,0,Machine-op-inspct,Own-child,4,1,0,0,40,United-States,0,3
66,Private,201197,13,1,Prof-specialty,Husband,4,1,0,0,45,United-States,1,4
61,Private,273803,9,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
55,Private,156797,10,0,Machine-op-inspct,Not-in-family,4,0,0,0,40,United-States,0,3
24,Private,283896,9,0,Handlers-cleaners,Not-in-family,4,1,0,0,40,United-States,0,2
30,Private,149368,9,0,Sales,Unmarried,4,1,1151,0,30,United-States,0,2
49,Private,156926,11,0,Exec-managerial,Not-in-family,4,1,0,0,45,United-States,1,3
21,?,163911,10,0,?,Own-child,4,0,0,0,3,United-States,0,3
56,Self-emp,165881,9,1,Sales,Husband,4,1,0,0,50,United-States,1,2
25,Private,86872,9,1,Sales,Husband,4,1,0,0,40,United-States,0,2
49,Private,167523,13,0,Protective-serv,Not-in-family,4,1,0,0,40,United-States,0,4
58,Private,154950,13,1,Tech-support,Husband,4,1,0,0,40,United-States,1,4
40,Public-sector,171231,13,0,Adm-clerical,Not-in-family,4,1,0,0,40,Puerto-Rico,0,4
62,Private,244933,14,0,Prof-specialty,Not-in-family,4,0,0,0,45,United-States,0,5
54,Private,256908,13,1,Tech-support,Husband,4,1,0,0,25,United-States,1,4
34,Self-emp,33442,11,0,Other-service,Other-relative,4,0,0,0,40,United-States,0,3
18,Private,126142,6,0,Craft-repair,Own-child,4,1,0,0,30,United-States,0,1
28,?,268222,7,0,?,Not-in-family,2,0,0,0,40,United-States,0,1
32,Private,167106,9,1,Sales,Husband,1,1,0,0,40,Hong-Kong,0,2
22,Public-sector,50065,13,0,Prof-specialty,Not-in-family,4,0,0,0,35,United-States,0,4
34,Public-sector,252529,13,0,Prof-specialty,Not-in-family,4,1,0,0,48,United-States,0,4
53,?,199665,13,1,?,Husband,4,1,0,0,30,United-States,1,4
47,Private,343579,9,1,Other-service,Husband,4,1,0,0,40,Mexico,0,2
19,Private,190817,10,0,Sales,Own-child,4,0,0,0,40,United-States,0,3
41,Self-emp,151089,10,1,Exec-managerial,Husband,4,1,0,2415,55,United-States,1,3
46,Private,186820,10,1,Other-service,Wife,4,0,5013,0,40,United-States,0,3
56,Self-emp,210731,4,0,Sales,Other-relative,4,1,0,0,20,Mexico,0,1
42,Private,123816,9,0,Machine-op-inspct,Not-in-family,2,0,0,0,40,United-States,0,2
25,Private,77071,13,0,Prof-specialty,Own-child,4,0,0,2339,35,United-States,0,4
42,Private,115085,9,1,Adm-clerical,Husband,4,1,0,0,50,United-States,0,2
43,Private,170525,13,0,Prof-specialty,Not-in-family,4,0,14344,0,40,United-States,1,4
17,Private,209949,7,0,Sales,Own-child,4,0,0,1602,12,United-States,0,1
57,Self-emp,34297,4,1,Craft-repair,Husband,4,1,0,0,40,United-States,1,1
40,Private,180985,14,1,Exec-managerial,Husband,4,1,0,0,50,United-States,1,5
62,Public-sector,33365,9,0,Other-service,Not-in-family,4,0,0,0,40,Canada,0,2
20,Private,197752,10,0,Adm-clerical,Own-child,4,1,0,0,16,United-States,0,3
47,Private,180551,10,1,Transport-moving,Husband,4,1,0,0,50,United-States,0,3
40,Private,77975,10,1,Exec-managerial,Husband,4,1,0,0,40,United-States,0,3
44,Private,159297,9,1,Exec-managerial,Wife,1,0,0,0,40,?,1,2
48,Private,94342,13,1,Craft-repair,Husband,4,1,0,0,55,United-States,0,4
39,Self-emp,34180,11,1,Farming-fishing,Husband,4,1,0,0,60,United-States,1,3
46,Public-sector,367251,10,1,Craft-repair,Husband,2,1,0,0,40,United-States,1,3
72,Self-emp,172407,15,1,Prof-specialty,Husband,4,1,99999,0,50,United-States,1,5
53,Private,303462,9,1,Machine-op-inspct,Husband,4,1,0,0,30,United-States,0,2
47,Public-sector,220269,10,1,Handlers-cleaners,Husband,4,1,0,0,40,United-States,1,3
40,Self-emp,45093,9,0,Craft-repair,Not-in-family,4,1,0,0,45,Canada,0,2
34,Private,101709,9,0,Transport-moving,Not-in-family,1,1,0,0,40,United-States,0,2
41,Private,219591,9,0,Adm-clerical,Own-child,4,1,0,0,40,United-States,0,2
41,Private,76625,9,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
20,Private,342599,10,0,Handlers-cleaners,Own-child,4,1,0,0,35,United-States,0,3
42,Self-emp,125846,2,1,Sales,Husband,4,1,0,0,60,?,0,1
54,Public-sector,238257,13,0,Prof-specialty,Not-in-family,4,1,0,0,50,United-States,0,4
39,Self-emp,206253,13,1,Prof-specialty,Wife,4,0,0,0,40,United-States,0,4
37,Private,172571,9,0,Machine-op-inspct,Not-in-family,4,1,0,0,40,United-States,0,2
59,Private,95165,16,1,Sales,Husband,4,1,0,0,40,United-States,0,5
69,Private,141181,3,1,Adm-clerical,Husband,4,1,1797,0,40,United-States,0,1
24,Private,267843,13,0,Prof-specialty,Own-child,2,0,0,0,35,United-States,0,4
36,Private,181382,11,1,Machine-op-inspct,Husband,4,1,3103,0,40,United-States,1,3
21,?,207782,10,0,?,Own-child,4,1,0,0,30,United-States,0,3
68,?,103161,9,0,?,Not-in-family,4,1,0,0,32,United-States,0,2
20,Private,132320,10,0,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,3
26,Self-emp,201138,11,0,Other-service,Not-in-family,4,0,0,0,35,United-States,0,3
48,Private,239058,8,0,Handlers-cleaners,Unmarried,4,0,0,0,50,United-States,0,1
39,Self-emp,239755,15,1,Prof-specialty,Husband,4,1,0,1902,50,United-States,1,5
21,Private,176262,12,0,Other-service,Own-child,4,0,0,0,18,United-States,0,3
22,Private,264738,9,0,Exec-managerial,Other-relative,4,0,0,0,42,Germany,0,2
34,Private,182218,11,0,Prof-specialty,Unmarried,4,0,0,0,40,United-States,0,3
33,Private,318982,10,1,Exec-managerial,Husband,4,1,0,0,45,United-States,1,3
46,Private,216666,5,1,Machine-op-inspct,Husband,4,1,0,0,40,Guatemala,0,1
47,Private,274200,7,1,Craft-repair,Husband,4,1,7298,0,40,United-States,1,1
65,Private,150095,13,1,Exec-managerial,Husband,4,1,0,0,40,United-States,1,4
23,Private,192978,9,1,Handlers-cleaners,Husband,4,1,0,0,40,United-States,0,2
28,Private,68021,10,0,Other-service,Not-in-family,4,0,0,0,30,United-States,0,3
34,Self-emp,28568,9,0,Exec-managerial,Not-in-family,4,1,0,0,60,United-States,1,2
20,Private,115057,10,0,Other-service,Not-in-family,4,1,0,0,40,United-States,0,3
28,Private,139568,7,0,Adm-clerical,Not-in-family,4,1,0,0,40,United-States,0,1
52,Self-emp,138497,13,1,Exec-managerial,Husband,4,1,0,0,60,United-States,0,4
40,Public-sector,182460,14,1,Prof-specialty,Wife,1,0,0,0,38,China,1,5
22,Private,253310,13,0,Exec-managerial,Own-child,4,0,0,0,7,United-States,0,4
29,Self-emp,130856,9,1,Exec-managerial,Husband,4,1,0,0,45,United-States,0,2
31,Self-emp,389765,4,1,Prof-specialty,Husband,4,1,0,0,60,United-States,0,1
42,Public-sector,52781,14,1,Prof-specialty,Husband,4,1,0,1902,40,United-States,1,5
38,Private,146178,9,0,Craft-repair,Unmarried,2,0,0,0,40,United-States,0,2
22,Private,231053,7,1,Machine-op-inspct,Husband,4,1,0,0,70,United-States,1,1
21,?,145964,10,0,?,Own-child,4,1,0,0,40,United-States,0,3
43,Private,483450,5,1,Exec-managerial,Husband,4,1,0,0,40,Mexico,0,1
43,Self-emp,198316,13,1,Exec-managerial,Husband,4,1,0,0,50,United-States,1,4
33,Private,160614,10,1,Exec-managerial,Husband,4,1,0,0,50,United-States,0,3
17,Self-emp,325171,6,0,Other-service,Own-child,2,1,0,0,35,United-States,0,1
54,Self-emp,172898,15,1,Prof-specialty,Husband,4,1,5178,0,50,United-States,1,5
45,Private,186473,9,0,Adm-clerical,Unmarried,4,0,0,0,40,United-States,0,2
55,Public-sector,286967,6,1,Craft-repair,Husband,4,1,0,0,45,United-States,0,1
51,Self-emp,111939,9,1,Transport-moving,Husband,4,1,0,0,35,United-States,1,2
65,Public-sector,325089,6,0,Craft-repair,Unmarried,4,1,0,0,40,United-States,0,1
21,Private,143582,13,0,Prof-specialty,Own-child,1,0,0,0,45,United-States,0,4
40,Private,308027,9,0,Other-service,Unmarried,2,0,0,0,40,United-States,0,2
58,Private,105060,10,0,Adm-clerical,Not-in-family,2,0,0,0,37,United-States,0,3
53,Public-sector,39643,9,0,Exec-managerial,Not-in-family,4,0,0,0,58,United-States,0,2
39,Private,186191,14,1,Prof-specialty,Husband,4,1,0,1848,50,United-States,1,5
56,Public-sector,267763,9,1,Other-service,Husband,4,1,0,0,40,United-States,0,2
37,Private,124293,10,1,Adm-clerical,Husband,4,1,0,0,50,United-States,0,3
44,Private,36271,13,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,4
49,Private,143459,5,0,Handlers-cleaners,Own-child,4,1,0,0,38,United-States,0,1
36,Private,186376,10,1,Machine-op-inspct,Husband,1,1,0,0,50,United-States,1,3
59,Self-emp,52822,13,1,Craft-repair,Husband,4,1,0,0,60,United-States,0,4
33,Private,104509,9,0,Adm-clerical,Own-child,4,0,0,0,40,United-States,0,2
36,Private,184456,15,0,Exec-managerial,Not-in-family,4,1,27828,0,50,United-States,1,5
26,Private,192302,10,1,Exec-managerial,Wife,4,0,0,0,25,United-States,0,3
22,Private,156822,6,0,Sales,Not-in-family,4,0,0,1762,25,United-States,0,1
25,Private,214413,14,0,Adm-clerical,Own-child,4,1,0,0,40,United-States,0,5
28,Private,108574,10,1,Adm-clerical,Wife,4,0,0,0,15,United-States,0,3
41,Private,223934,12,0,Adm-clerical,Unmarried,4,0,0,0,38,United-States,0,3
45,Private,200559,11,1,Farming-fishing,Husband,4,1,0,0,70,United-States,0,3
43,Private,137722,9,1,Handlers-cleaners,Husband,4,1,0,0,40,United-States,0,2
30,Private,261677,5,0,Handlers-cleaners,Unmarried,2,1,0,0,40,United-States,0,1
33,Private,136331,9,1,Craft-repair,Unmarried,4,1,0,0,50,United-States,0,2
34,Private,329993,10,1,Adm-clerical,Husband,4,1,0,0,40,United-States,0,3
21,Private,91819,11,0,Other-service,Not-in-family,4,1,0,0,30,United-States,0,3
31,Private,201122,13,1,Sales,Husband,4,1,0,1902,45,United-States,1,4
48,Private,315423,3,1,Transport-moving,Husband,4,1,0,0,40,United-States,0,1
22,Private,103277,10,0,Adm-clerical,Own-child,4,0,0,0,20,United-States,0,3
47,Private,236805,10,0,Sales,Unmarried,4,0,0,0,60,United-States,0,3
27,Private,74883,13,0,Tech-support,Not-in-family,1,0,0,0,40,Philippines,0,4
18,Private,115443,7,0,Handlers-cleaners,Not-in-family,4,1,0,0,25,United-States,0,1
43,Private,150528,14,1,Prof-specialty,Husband,4,1,0,0,40,United-States,1,5
36,Private,43701,10,0,Sales,Not-in-family,4,0,0,0,20,United-States,0,3
37,Public-sector,419053,9,0,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,2
24,Private,183594,11,0,Craft-repair,Own-child,4,1,0,0,20,United-States,0,3
24,Private,390348,9,0,Transport-moving,Not-in-family,4,1,0,0,40,United-States,0,2
38,Private,36989,13,1,Other-service,Husband,4,1,3908,0,70,United-States,0,4
48,Private,247895,13,1,Exec-managerial,Husband,2,1,0,0,40,United-States,1,4
75,Private,191446,2,1,Other-service,Other-relative,2,0,0,0,16,United-States,0,1
43,Self-emp,33521,13,0,Prof-specialty,Not-in-family,4,1,0,0,70,United-States,1,4
64,Private,46087,13,0,Exec-managerial,Not-in-family,4,0,0,0,50,United-States,0,4
67,?,129188,16,1,?,Husband,4,1,20051,0,5,United-States,1,5
36,Private,356824,9,0,Sales,Not-in-family,4,0,0,0,40,United-States,0,2
53,Private,158746,10,1,Tech-support,Husband,4,1,0,0,40,United-States,0,3
22,Private,153323,10,0,Prof-specialty,Not-in-family,2,1,0,0,20,United-States,0,3
73,Self-emp,130391,9,0,Other-service,Not-in-family,4,0,0,0,36,United-States,0,2
46,Private,173613,9,0,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,2
45,Private,362883,9,1,Craft-repair,Husband,4,1,5013,0,40,United-States,0,2
43,Private,182757,9,1,Craft-repair,Husband,4,1,0,0,40,United-States,1,2
20,Private,50397,9,0,Adm-clerical,Own-child,2,1,0,0,20,United-States,0,2
43,Public-sector,101709,10,0,Handlers-cleaners,Not-in-family,1,1,0,0,40,United-States,0,3
21,Private,202570,8,0,Adm-clerical,Other-relative,2,1,0,0,48,?,0,1
40,Private,145649,9,0,Sales,Unmarried,2,0,0,0,25,United-States,0,2
36,Private,136343,13,1,Prof-specialty,Husband,4,1,0,0,40,United-States,1,4
64,Self-emp,142166,13,0,Sales,Not-in-family,4,1,0,0,45,United-States,0,4
19,?,242001,10,0,?,Own-child,4,0,0,0,40,United-States,0,3
46,Private,127089,10,1,Prof-specialty,Husband,4,1,5178,0,38,United-States,1,3
46,Public-sector,124071,14,0,Exec-managerial,Unmarried,4,0,0,0,65,United-States,1,5
41,Public-sector,190368,13,0,Prof-specialty,Not-in-family,4,0,0,0,70,United-States,0,4
29,?,19793,10,0,?,Unmarried,4,0,0,0,8,United-States,0,3
28,Private,67661,10,0,Adm-clerical,Other-relative,4,0,0,0,40,United-States,0,3
23,Private,62278,10,1,Sales,Husband,4,1,0,0,45,United-States,0,3
30,Public-sector,295010,13,0,Protective-serv,Not-in-family,4,0,0,0,60,United-States,1,4
44,Private,203897,13,1,Adm-clerical,Not-in-family,4,0,0,0,40,Cuba,0,4
27,Private,265314,9,1,Transport-moving,Husband,4,1,0,0,45,United-States,1,2
25,Private,159603,9,0,Other-service,Unmarried,4,0,0,0,34,United-States,0,2
29,Private,134331,6,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,1
54,Private,123011,9,1,Machine-op-inspct,Husband,4,1,0,0,40,Poland,1,2
27,Private,274964,13,0,Farming-fishing,Not-in-family,4,1,0,0,65,United-States,0,4
34,Private,66309,9,1,Craft-repair,Husband,4,1,0,0,35,United-States,0,2
38,Private,73471,10,1,Sales,Husband,4,1,0,0,50,United-States,0,3
24,?,26671,9,0,?,Other-relative,0,0,0,0,40,United-States,0,2
56,Private,357118,14,1,Prof-specialty,Wife,4,0,0,0,40,United-States,1,5
35,Self-emp,184655,9,1,Sales,Husband,4,1,0,0,62,United-States,0,2
23,?,55492,11,0,?,Not-in-family,0,0,0,0,30,United-States,0,3
23,Private,175266,10,0,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,3
19,Private,188008,10,0,Sales,Own-child,2,0,0,0,20,United-States,0,3
42,Private,87284,15,1,Prof-specialty,Husband,4,1,7298,0,35,United-States,1,5
46,Private,330087,13,1,Exec-managerial,Husband,4,1,15024,0,45,United-States,1,4
48,Self-emp,56975,9,0,Sales,Unmarried,1,0,0,0,84,?,0,2
27,Private,150025,9,0,Sales,Not-in-family,4,1,0,0,40,Puerto-Rico,0,2
22,?,189203,12,0,?,Other-relative,4,1,0,0,15,United-States,0,3
49,Self-emp,330874,10,1,Sales,Husband,4,1,0,0,70,United-States,1,3
23,Private,136824,10,0,Other-service,Own-child,4,1,0,0,20,United-States,0,3
24,Private,201179,9,0,Other-service,Own-child,4,1,0,0,40,United-States,0,2
34,Private,324654,9,0,Machine-op-inspct,Own-child,1,1,0,0,40,China,0,2
25,Public-sector,366207,9,0,Transport-moving,Own-child,4,1,0,0,40,United-States,0,2
33,Self-emp,103860,10,1,Craft-repair,Husband,4,1,0,0,50,United-States,0,3
22,Private,106700,12,0,Adm-clerical,Own-child,4,0,0,0,27,United-States,0,3
54,Public-sector,163557,9,0,Adm-clerical,Not-in-family,4,0,0,0,30,United-States,0,2
39,Self-emp,286261,14,0,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,5
25,Private,123083,13,0,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,4
75,Self-emp,125197,9,1,Adm-clerical,Husband,4,1,0,0,26,United-States,0,2
28,Self-emp,278073,9,0,Machine-op-inspct,Other-relative,2,1,0,0,30,United-States,0,2
50,Private,133963,13,0,Sales,Not-in-family,4,0,0,0,50,United-States,0,4
62,Self-emp,71467,13,1,Craft-repair,Husband,4,1,0,0,55,United-States,1,4
40,Private,76487,9,1,Machine-op-inspct,Husband,4,1,0,0,40,United-States,0,2
58,Public-sector,215245,13,0,Prof-specialty,Not-in-family,4,0,0,0,37,United-States,0,4
24,Public-sector,127185,12,1,Exec-managerial,Wife,4,0,0,0,40,United-States,0,3
21,Private,179720,9,0,Other-service,Other-relative,4,0,0,0,30,United-States,0,2
40,Private,88909,13,1,Exec-managerial,Husband,4,1,15024,0,50,United-States,1,4
45,Private,341995,11,1,Prof-specialty,Husband,4,1,0,1902,42,United-States,1,3
48,Private,173938,9,1,Exec-managerial,Husband,4,1,0,0,60,United-States,0,2
34,Private,344275,9,0,Transport-moving,Not-in-family,4,1,0,0,70,United-States,0,2
23,Private,150463,9,0,Priv-house-serv,Unmarried,3,0,0,0,40,Guatemala,0,2
43,Public-sector,209544,14,0,Exec-managerial,Not-in-family,4,0,10520,0,50,United-States,1,5
42,Public-sector,201723,10,0,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,3
39,Self-emp,343476,13,1,Prof-specialty,Husband,4,1,15024,0,50,Japan,1,4
52,Self-emp,77392,9,1,Farming-fishing,Husband,4,1,0,0,60,United-States,0,2
21,?,171156,10,0,?,Not-in-family,4,0,0,0,35,United-States,0,3
56,Self-emp,357118,13,0,Exec-managerial,Not-in-family,4,0,0,0,60,United-States,0,4
48,Public-sector,167749,9,1,Adm-clerical,Wife,4,0,0,0,40,United-States,1,2
37,Self-emp,352882,9,0,Exec-managerial,Not-in-family,1,0,0,0,70,South,1,2
25,Private,51201,9,1,Craft-repair,Husband,4,1,0,0,35,United-States,0,2
40,Private,365986,13,1,Handlers-cleaners,Own-child,4,1,0,0,40,United-States,1,4
34,Private,400416,7,0,Machine-op-inspct,Own-child,2,1,0,0,45,United-States,0,1
52,Private,31533,9,0,Other-service,Not-in-family,4,1,0,0,40,United-States,0,2
41,Private,106900,13,1,Tech-support,Husband,4,1,0,1902,42,United-States,1,4
36,Public-sector,192337,9,0,Other-service,Not-in-family,4,1,0,0,40,United-States,0,2
21,Private,118712,11,0,Craft-repair,Own-child,4,1,0,1504,40,United-States,0,3
28,Private,301654,13,0,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,4
31,Self-emp,145162,13,1,Exec-managerial,Husband,4,1,0,0,60,?,1,4
20,Private,88126,10,0,Adm-clerical,Own-child,4,1,0,0,9,England,0,3
68,Private,165017,9,1,Prof-specialty,Husband,4,1,0,0,40,Italy,1,2
35,Private,238342,9,1,Transport-moving,Husband,4,1,0,0,40,United-States,0,2
32,Private,857532,9,0,Machine-op-inspct,Own-child,2,1,0,0,40,United-States,0,2
64,Private,134378,14,1,Exec-managerial,Husband,4,1,0,0,50,United-States,1,5
17,Private,260797,6,0,Handlers-cleaners,Own-child,4,0,0,0,23,United-States,0,1
25,Private,138765,13,0,Prof-specialty,Not-in-family,4,1,0,0,20,United-States,0,4
74,?,256674,9,0,?,Not-in-family,4,0,0,0,25,United-States,0,2
31,Private,247444,11,1,Machine-op-inspct,Husband,4,1,0,0,40,Colombia,0,3
51,Public-sector,454063,16,1,Exec-managerial,Husband,4,1,7298,0,40,United-States,1,5
67,Private,180539,9,1,Sales,Husband,4,1,0,0,10,United-States,0,2
42,Private,397346,9,0,Craft-repair,Not-in-family,4,1,3325,0,40,United-States,0,2
29,Private,107160,9,0,Other-service,Not-in-family,4,1,0,0,40,United-States,0,2
31,Private,262024,9,1,Machine-op-inspct,Husband,2,1,0,0,40,United-States,0,2
21,Private,131230,9,1,Craft-repair,Husband,4,1,0,0,37,United-States,0,2
67,Private,274451,6,1,Transport-moving,Husband,4,1,0,0,16,United-States,0,1
41,Public-sector,365986,9,0,Protective-serv,Not-in-family,4,1,0,0,40,United-States,1,2
27,Private,204515,13,0,Tech-support,Not-in-family,4,0,0,0,36,United-States,0,4
51,Private,99316,8,0,Transport-moving,Unmarried,4,1,0,0,50,United-States,0,1
21,?,206681,7,1,?,Wife,4,0,0,0,40,United-States,0,1
28,Private,268726,9,1,Craft-repair,Husband,4,1,0,0,46,United-States,0,2
21,Private,275395,10,0,Craft-repair,Own-child,4,1,0,0,40,United-States,0,3
28,Private,383322,11,1,Machine-op-inspct,Husband,4,1,0,0,40,United-States,1,3
29,Private,126822,9,1,Other-service,Husband,4,1,0,0,35,United-States,0,2
39,Self-emp,168355,9,1,Exec-managerial,Husband,4,1,0,0,70,United-States,0,2
21,Private,162667,13,0,Adm-clerical,Not-in-family,4,1,0,0,40,Colombia,0,4
43,Private,373403,11,1,Craft-repair,Husband,4,1,0,0,40,United-States,0,3
44,Self-emp,274562,9,0,Craft-repair,Not-in-family,4,1,14344,0,40,United-States,1,2
28,Private,249362,7,1,Transport-moving,Husband,4,1,0,0,50,United-States,0,1
31,Private,111567,5,0,Sales,Not-in-family,4,1,0,0,43,United-States,1,1
18,?,216508,9,0,?,Own-child,4,1,0,0,30,United-States,0,2
27,Private,145784,10,1,Adm-clerical,Wife,0,0,0,0,45,United-States,0,3
34,Public-sector,209317,10,1,Protective-serv,Husband,4,1,0,0,40,United-States,0,3
25,Private,259505,9,0,Tech-support,Not-in-family,4,1,0,0,40,United-States,0,2
34,Private,345360,13,1,Tech-support,Husband,4,1,0,0,40,England,0,4
43,Public-sector,198096,9,1,Craft-repair,Husband,4,1,7688,0,40,United-States,1,2
40,Self-emp,33126,14,1,Craft-repair,Husband,4,1,0,0,50,United-States,0,5
21,Private,206354,9,0,Other-service,Unmarried,2,0,0,0,35,United-States,0,2
25,Private,1484705,10,0,Exec-managerial,Unmarried,4,0,0,0,25,United-States,0,3
21,Private,26410,9,0,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,2
19,Self-emp,220901,10,0,Transport-moving,Own-child,4,1,0,0,30,United-States,0,3
49,Self-emp,44671,12,1,Craft-repair,Husband,4,1,0,0,40,United-States,1,3
20,Private,38620,10,0,Other-service,Own-child,4,1,0,0,20,United-States,0,3
36,Private,89040,7,1,Transport-moving,Husband,4,1,0,0,47,United-States,0,1
32,Private,370160,10,0,Exec-managerial,Unmarried,2,0,0,0,40,United-States,0,3
23,Private,208946,10,0,Adm-clerical,Own-child,4,1,0,0,32,United-States,0,3
21,Private,131230,10,0,Sales,Own-child,4,1,0,0,10,United-States,0,3
25,Private,60358,13,0,Exec-managerial,Own-child,4,1,0,0,40,United-States,0,4
26,Private,350853,3,0,Transport-moving,Not-in-family,4,1,0,0,40,?,0,1
24,Private,209782,13,0,Sales,Own-child,4,0,0,0,40,United-States,0,4
22,Private,351952,10,0,Prof-specialty,Unmarried,4,0,0,0,20,United-States,0,3
26,Private,142081,9,1,Other-service,Wife,4,0,0,0,40,Mexico,0,2
22,Private,164775,5,0,Machine-op-inspct,Unmarried,4,1,0,0,40,Guatemala,0,1
41,Public-sector,47858,13,1,Protective-serv,Husband,4,1,0,0,40,United-States,1,4
18,Private,404085,9,1,Adm-clerical,Wife,4,0,0,0,40,United-States,0,2
24,Private,218678,13,0,Sales,Own-child,4,1,0,0,40,United-States,0,4
38,Private,184655,9,1,Craft-repair,Husband,4,1,0,1740,48,United-States,0,2
