p_id,age,workclass,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_lev,education_cat_lev
20014,57,Private,73051,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,0,4
20015,56,Self-emp-not-inc,60166,2,Never-married,Exec-managerial,Not-in-family,0,1,0,0,65,United-States,0,1
20016,25,Self-emp-inc,454934,10,Never-married,Sales,Own-child,4,0,0,0,35,United-States,0,3
20017,64,?,338355,11,Married-civ-spouse,?,Wife,4,0,0,0,15,United-States,0,3
20018,35,Self-emp-not-inc,185621,13,Never-married,Prof-specialty,Own-child,4,0,0,0,40,United-States,0,4
20019,61,Private,101500,11,Married-civ-spouse,Adm-clerical,Husband,4,1,0,0,40,United-States,0,3
20020,36,State-gov,36397,13,Divorced,Prof-specialty,Not-in-family,4,0,0,0,55,United-States,0,4
20021,18,Private,276540,8,Never-married,Sales,Own-child,2,0,0,0,15,United-States,0,1
20022,21,Private,293968,10,Married-spouse-absent,Sales,Own-child,2,0,0,0,20,United-States,0,3
20023,43,?,35523,12,Divorced,?,Not-in-family,4,0,0,0,35,United-States,0,3
20024,32,Local-gov,186993,9,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,40,United-States,0,2
20025,52,Private,232132,8,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,45,United-States,1,1
20026,48,Private,176917,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,55,United-States,0,2
20027,40,Private,105936,13,Divorced,Prof-specialty,Not-in-family,4,0,0,0,40,United-States,0,4
20028,35,Private,105821,9,Married-civ-spouse,Exec-managerial,Husband,4,1,5178,0,40,United-States,1,2
20029,22,?,34506,10,Separated,?,Unmarried,4,0,0,0,25,United-States,0,3
20030,42,Private,178074,9,Divorced,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,2
20031,60,?,116961,4,Widowed,?,Unmarried,4,0,0,0,20,United-States,0,1
20032,34,Private,191930,10,Married-civ-spouse,Machine-op-inspct,Husband,2,1,0,0,40,United-States,0,3
20033,27,Private,130807,12,Married-civ-spouse,Tech-support,Husband,4,1,0,0,40,United-States,0,3
20034,47,Self-emp-not-inc,94100,13,Never-married,Farming-fishing,Not-in-family,4,1,0,0,65,United-States,0,4
20035,65,Self-emp-not-inc,144822,5,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,45,United-States,0,1
20036,61,Self-emp-inc,102191,14,Widowed,Exec-managerial,Unmarried,4,0,0,0,99,United-States,0,5
20037,18,Private,90934,10,Never-married,Sales,Own-child,4,1,0,0,28,United-States,0,3
20038,49,?,296892,9,Married-civ-spouse,?,Husband,4,1,0,0,40,Puerto-Rico,0,2
20039,48,Private,173243,16,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,45,United-States,1,5
20040,26,Private,258768,10,Never-married,Transport-moving,Not-in-family,2,1,2174,0,75,United-States,0,3
20041,30,Private,189759,13,Never-married,Sales,Not-in-family,4,1,0,0,40,United-States,0,4
20042,68,Self-emp-not-inc,69249,9,Married-civ-spouse,Farming-fishing,Husband,4,1,0,0,50,United-States,1,2
20043,23,Private,133061,9,Married-civ-spouse,Sales,Husband,4,1,0,0,80,United-States,0,2
20044,65,Self-emp-not-inc,175202,9,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,24,United-States,0,2
20045,32,Private,27051,13,Married-civ-spouse,Adm-clerical,Husband,4,1,0,0,44,United-States,0,4
20046,44,Private,60414,14,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,1,5
20047,48,Local-gov,317360,14,Married-civ-spouse,Prof-specialty,Wife,4,0,0,0,40,United-States,1,5
20048,24,Private,258298,11,Never-married,Tech-support,Not-in-family,4,1,0,0,45,United-States,0,3
20049,58,Private,174040,10,Never-married,Farming-fishing,Not-in-family,4,1,0,0,40,United-States,0,3
20050,32,Local-gov,177566,10,Married-spouse-absent,Prof-specialty,Not-in-family,4,1,0,0,50,Germany,0,3
20051,54,Private,162238,14,Divorced,Exec-managerial,Not-in-family,4,1,0,0,50,United-States,1,5
20052,35,Private,87556,14,Never-married,Prof-specialty,Not-in-family,4,1,0,0,45,United-States,1,5
20053,35,Private,144322,12,Divorced,Exec-managerial,Not-in-family,4,0,0,0,50,United-States,0,3
20054,24,Private,190015,9,Never-married,Sales,Own-child,4,1,0,0,40,United-States,0,2
20055,50,Private,183173,9,Married-civ-spouse,Prof-specialty,Husband,4,1,99999,0,40,United-States,1,2
20056,38,Self-emp-not-inc,151322,9,Separated,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,2
20057,57,Local-gov,47392,9,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,1,2
20058,38,Private,107125,10,Never-married,Sales,Not-in-family,4,1,0,0,60,United-States,0,3
20059,49,Private,265295,9,Never-married,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,2
20060,25,Private,189219,13,Never-married,Tech-support,Own-child,4,0,0,0,16,United-States,0,4
20061,56,Private,147989,10,Married-spouse-absent,Transport-moving,Not-in-family,4,1,0,0,40,United-States,0,3
20062,32,Private,185732,7,Divorced,Other-service,Unmarried,4,0,0,0,40,United-States,0,1
20063,22,Private,153516,13,Never-married,Prof-specialty,Not-in-family,4,1,0,0,40,United-States,0,4
20064,23,?,191910,10,Never-married,?,Other-relative,4,1,0,0,40,United-States,0,3
20065,33,Private,216145,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
20066,42,Private,202872,10,Divorced,Adm-clerical,Unmarried,4,0,0,0,12,United-States,0,3
20067,62,Self-emp-not-inc,39630,9,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,48,United-States,0,2
20068,24,?,114292,5,Never-married,?,Own-child,4,1,0,0,40,United-States,0,1
20069,26,Local-gov,206721,13,Never-married,Protective-serv,Own-child,4,1,0,0,40,United-States,0,4
20070,46,Private,358585,10,Divorced,Craft-repair,Unmarried,4,1,0,0,40,United-States,1,3
20071,33,Private,377283,13,Separated,Sales,Not-in-family,4,0,0,0,50,United-States,1,4
20072,65,?,76043,9,Married-civ-spouse,?,Husband,4,1,0,0,1,United-States,1,2
20073,65,Without-pay,172949,9,Married-civ-spouse,Transport-moving,Husband,4,1,2414,0,20,United-States,0,2
20074,46,Private,110171,10,Married-civ-spouse,Craft-repair,Husband,4,1,7688,0,40,United-States,1,3
20075,43,Local-gov,223861,11,Divorced,Exec-managerial,Not-in-family,4,0,0,0,40,United-States,0,3
20076,43,Private,163455,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,1,2
20077,35,Private,183892,6,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,1
20078,48,Private,47022,9,Widowed,Handlers-cleaners,Other-relative,4,0,0,0,48,United-States,0,2
20079,55,Federal-gov,145401,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,1,4
20080,45,Private,387074,11,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,3
20081,56,Private,105363,13,Married-civ-spouse,Exec-managerial,Husband,4,1,4508,0,40,United-States,0,4
20082,59,Federal-gov,195467,14,Never-married,Exec-managerial,Not-in-family,4,1,0,0,40,United-States,0,5
20083,56,Local-gov,170217,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,2
20084,21,Private,156807,9,Never-married,Other-service,Own-child,2,1,0,0,10,United-States,0,2
20085,26,Private,255193,7,Married-civ-spouse,Exec-managerial,Husband,4,1,3411,0,40,United-States,0,1
20086,38,Private,273640,9,Never-married,Other-service,Unmarried,4,0,0,0,40,United-States,0,2
20087,27,Private,191177,10,Never-married,Adm-clerical,Own-child,4,0,0,0,40,United-States,0,3
20088,48,Self-emp-inc,184787,4,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,50,United-States,1,1
20089,37,State-gov,239409,14,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,60,United-States,1,5
20090,63,Self-emp-not-inc,404547,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,30,United-States,0,2
20091,27,State-gov,23740,9,Never-married,Transport-moving,Not-in-family,0,1,0,0,38,United-States,1,2
20092,20,Private,382153,10,Never-married,Sales,Own-child,4,1,0,0,25,United-States,0,3
20093,26,Private,164488,14,Married-civ-spouse,Prof-specialty,Husband,4,1,0,1887,40,United-States,1,5
20094,21,?,228424,6,Never-married,?,Own-child,2,1,0,0,40,United-States,0,1
20095,51,Self-emp-not-inc,168539,12,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,0,3
20096,28,Private,189530,12,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,40,United-States,1,3
20097,39,Private,89419,11,Divorced,Other-service,Not-in-family,0,0,0,0,40,Columbia,0,3
20098,35,Private,224512,14,Married-civ-spouse,Sales,Husband,4,1,0,0,55,United-States,1,5
20099,21,?,314645,10,Never-married,?,Not-in-family,4,0,0,0,43,United-States,0,3
20100,65,Private,85787,4,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,1
20101,54,Local-gov,279881,11,Married-civ-spouse,Transport-moving,Husband,2,1,0,0,40,United-States,0,3
20102,39,Private,194287,4,Never-married,Other-service,Own-child,4,1,0,1602,35,United-States,0,1
20103,24,Private,141040,10,Never-married,Adm-clerical,Own-child,2,0,0,0,40,United-States,0,3
20104,36,Private,222294,13,Never-married,Exec-managerial,Not-in-family,1,0,0,0,40,United-States,0,4
20105,70,?,410980,10,Married-civ-spouse,?,Husband,4,1,0,0,10,United-States,1,3
20106,52,Private,38795,9,Divorced,Craft-repair,Not-in-family,4,1,0,0,40,United-States,1,2
20107,64,Private,182979,9,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,40,United-States,0,2
20108,43,Private,223277,10,Divorced,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,3
20109,44,Private,67065,11,Never-married,Priv-house-serv,Not-in-family,4,1,594,0,25,United-States,0,3
20110,47,Federal-gov,160647,9,Separated,Adm-clerical,Unmarried,4,0,0,0,40,United-States,0,2
20111,32,Private,45796,8,Married-civ-spouse,Handlers-cleaners,Husband,4,1,0,0,40,United-States,0,1
20112,20,Private,110597,10,Never-married,Sales,Own-child,4,0,0,0,30,United-States,0,3
20113,33,Private,166961,10,Never-married,Adm-clerical,Not-in-family,4,0,0,0,38,United-States,0,3
20114,52,Private,318975,9,Divorced,Adm-clerical,Unmarried,4,0,0,0,40,Cuba,0,2
20115,49,Private,305657,4,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,40,United-States,0,1
20116,31,Private,120857,9,Married-civ-spouse,Sales,Wife,4,0,0,0,18,United-States,0,2
20117,62,Self-emp-not-inc,158712,9,Never-married,Other-service,Unmarried,4,0,0,0,6,United-States,0,2
20118,44,Private,304530,10,Divorced,Craft-repair,Not-in-family,4,1,0,0,55,United-States,0,3
20119,28,Local-gov,327533,9,Married-civ-spouse,Protective-serv,Husband,4,1,3908,0,40,United-States,0,2
20120,68,Local-gov,233954,14,Widowed,Prof-specialty,Unmarried,2,0,0,0,40,United-States,1,5
20121,40,Federal-gov,26880,10,Never-married,Adm-clerical,Unmarried,4,0,0,0,40,United-States,0,3
20122,46,Private,70754,4,Never-married,Handlers-cleaners,Not-in-family,4,1,0,0,50,United-States,0,1
20123,22,Private,184665,9,Never-married,Machine-op-inspct,Own-child,4,0,0,0,40,United-States,0,2
20124,37,Self-emp-not-inc,245372,13,Divorced,Tech-support,Not-in-family,4,1,0,0,15,United-States,0,4
20125,62,Private,252668,14,Never-married,Prof-specialty,Not-in-family,4,1,0,0,70,United-States,0,5
20126,37,Private,86551,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,50,United-States,1,4
20127,35,Private,241998,9,Never-married,Sales,Not-in-family,4,1,4787,0,40,United-States,1,2
20128,44,Private,106900,9,Married-civ-spouse,Sales,Husband,4,1,0,0,68,United-States,0,2
20129,41,Private,204235,11,Married-civ-spouse,Sales,Husband,4,1,0,0,40,United-States,1,3
20130,36,Local-gov,127772,13,Divorced,Prof-specialty,Unmarried,4,1,0,0,40,United-States,0,4
20131,26,Private,117217,13,Divorced,Other-service,Not-in-family,4,0,0,0,45,United-States,0,4
20132,48,Federal-gov,215389,9,Married-civ-spouse,Transport-moving,Husband,2,1,0,0,40,United-States,1,2
20133,21,Private,198050,9,Never-married,Other-service,Not-in-family,4,0,0,0,28,United-States,0,2
20134,39,Private,173476,15,Married-civ-spouse,Craft-repair,Husband,4,1,7688,0,40,United-States,1,5
20135,38,Private,217349,11,Divorced,Prof-specialty,Not-in-family,4,0,14344,0,40,United-States,1,3
20136,44,Private,377018,11,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,1,3
20137,56,Private,99894,6,Married-civ-spouse,Sales,Wife,1,0,0,0,30,Japan,1,1
20138,25,Private,170786,5,Never-married,Transport-moving,Other-relative,4,1,0,0,40,United-States,0,1
20139,32,Local-gov,250585,13,Never-married,Prof-specialty,Not-in-family,4,0,0,0,50,United-States,0,4
20140,47,Private,198769,10,Never-married,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,1,3
20141,26,Private,306513,10,Never-married,Handlers-cleaners,Own-child,4,1,0,0,40,United-States,0,3
20142,31,Private,178623,13,Never-married,Prof-specialty,Not-in-family,2,0,14084,0,60,United-States,1,4
20143,23,Private,109307,11,Never-married,Exec-managerial,Own-child,4,1,0,0,40,United-States,0,3
20144,41,Federal-gov,106982,10,Divorced,Prof-specialty,Unmarried,4,0,0,0,40,United-States,1,3
20145,55,Self-emp-not-inc,396878,10,Married-civ-spouse,Exec-managerial,Husband,2,1,0,0,25,United-States,0,3
20146,23,Private,344278,10,Divorced,Exec-managerial,Unmarried,4,0,0,0,25,United-States,0,3
20147,45,Private,203653,9,Married-civ-spouse,Adm-clerical,Husband,2,1,7298,0,40,United-States,1,2
20148,42,Local-gov,227890,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,1485,40,United-States,0,4
20149,29,Private,107812,10,Never-married,Prof-specialty,Not-in-family,4,1,0,0,15,United-States,0,3
20150,48,Private,185143,14,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,0,5
20151,36,Private,143068,10,Divorced,Craft-repair,Unmarried,4,1,0,0,40,United-States,0,3
20152,52,Self-emp-inc,114758,13,Married-civ-spouse,Sales,Husband,4,1,15024,0,50,United-States,1,4
20153,46,Private,266337,11,Divorced,Craft-repair,Unmarried,4,1,0,0,40,United-States,0,3
20154,34,Private,321787,10,Never-married,Adm-clerical,Own-child,4,1,0,0,40,United-States,0,3
20155,27,State-gov,21306,12,Never-married,Adm-clerical,Not-in-family,4,0,0,0,40,Germany,0,3
20156,18,Private,271935,9,Never-married,Machine-op-inspct,Own-child,4,0,0,0,40,United-States,0,2
20157,18,Private,148952,10,Never-married,Other-service,Own-child,4,0,0,0,24,United-States,0,3
20158,42,Private,196626,4,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,1
20159,64,?,108082,10,Married-civ-spouse,?,Husband,4,1,0,0,40,United-States,0,3
20160,36,Private,199439,14,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,45,United-States,1,5
20161,20,?,304076,7,Never-married,?,Own-child,2,0,0,0,20,United-States,0,1
20162,52,Self-emp-inc,81436,15,Married-civ-spouse,Sales,Husband,4,1,0,0,40,United-States,1,5
20163,44,Self-emp-inc,352971,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,45,United-States,1,4
20164,53,Private,375134,10,Married-civ-spouse,Sales,Husband,4,1,0,0,60,United-States,1,3
20165,36,Private,206521,13,Married-civ-spouse,Sales,Husband,4,1,0,0,60,United-States,1,4
20166,27,Private,330466,13,Never-married,Tech-support,Other-relative,1,1,0,0,40,United-States,0,4
20167,52,Private,208302,9,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,60,United-States,0,2
20168,60,Self-emp-not-inc,135285,14,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,40,United-States,0,5
20169,41,Private,171615,12,Married-civ-spouse,Tech-support,Husband,4,1,0,0,45,United-States,1,3
20170,64,Self-emp-not-inc,149698,15,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,40,United-States,1,5
20171,25,Private,71351,2,Never-married,Other-service,Other-relative,4,1,0,0,25,El-Salvador,0,1
20172,63,Private,84737,4,Married-civ-spouse,Other-service,Husband,1,1,0,0,40,South,0,1
20173,54,Local-gov,375134,11,Divorced,Craft-repair,Not-in-family,4,1,0,0,40,United-States,0,3
20174,21,Private,207103,9,Never-married,Handlers-cleaners,Own-child,4,1,0,0,40,United-States,0,2
20175,27,Private,199314,13,Never-married,Adm-clerical,Not-in-family,4,1,0,0,40,Poland,0,4
20176,63,Self-emp-not-inc,289741,14,Married-civ-spouse,Farming-fishing,Husband,4,1,41310,0,50,United-States,0,5
20177,37,Private,240837,9,Divorced,Other-service,Not-in-family,4,0,0,0,30,United-States,0,2
20178,22,Private,283499,9,Never-married,Transport-moving,Not-in-family,4,1,0,0,35,United-States,0,2
20179,54,Private,97778,4,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,0,1
20180,54,Private,21698,6,Divorced,Other-service,Unmarried,4,0,0,0,40,United-States,0,1
20181,60,Local-gov,232618,9,Married-civ-spouse,Other-service,Husband,4,1,0,0,40,United-States,0,2
20182,19,Private,175820,7,Never-married,Handlers-cleaners,Own-child,4,1,0,0,25,United-States,0,1
20183,25,Local-gov,63996,9,Divorced,Adm-clerical,Not-in-family,4,0,0,0,40,United-States,0,2
20184,51,Local-gov,182985,9,Married-civ-spouse,Adm-clerical,Wife,4,0,0,0,40,United-States,0,2
20185,47,Federal-gov,380127,9,Never-married,Exec-managerial,Not-in-family,4,0,0,0,40,United-States,0,2
20186,44,Self-emp-not-inc,111483,6,Never-married,Craft-repair,Own-child,4,1,0,0,50,United-States,0,1
20187,18,?,31008,10,Never-married,?,Own-child,4,0,0,0,30,United-States,0,3
20188,57,Private,96346,9,Widowed,Prof-specialty,Not-in-family,4,0,0,0,57,United-States,0,2
20189,22,Private,317528,10,Never-married,Sales,Own-child,4,1,0,0,34,United-States,0,3
20190,36,State-gov,223020,10,Divorced,Other-service,Unmarried,2,0,0,0,20,United-States,0,3
20191,33,?,173998,9,Married-civ-spouse,?,Wife,4,0,0,1485,38,United-States,0,2
20192,39,Private,115076,10,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,40,United-States,0,3
20193,49,Private,133969,16,Married-civ-spouse,Prof-specialty,Husband,3,1,0,0,50,United-States,1,5
20194,41,Private,173858,9,Married-civ-spouse,Other-service,Husband,1,1,0,0,40,China,0,2
20195,35,Private,193241,10,Married-civ-spouse,Adm-clerical,Husband,4,1,0,0,38,United-States,0,3
20196,40,Self-emp-inc,50644,12,Divorced,Sales,Unmarried,4,0,1506,0,40,United-States,0,3
20197,30,Private,178841,13,Never-married,Exec-managerial,Not-in-family,4,0,0,0,40,United-States,0,4
20198,25,Private,177017,9,Never-married,Sales,Not-in-family,4,1,0,1504,37,United-States,0,2
20199,25,Private,253267,10,Married-civ-spouse,Adm-clerical,Husband,2,1,0,1902,36,United-States,1,3
20200,37,Private,202027,14,Married-civ-spouse,Adm-clerical,Husband,4,1,7688,0,50,United-States,1,5
20201,53,Self-emp-not-inc,321865,15,Divorced,Prof-specialty,Not-in-family,4,1,0,0,60,United-States,1,5
20202,34,Self-emp-not-inc,321709,12,Never-married,Prof-specialty,Not-in-family,4,0,0,0,25,United-States,0,3
20203,22,Private,166371,9,Never-married,Other-service,Other-relative,4,1,0,0,40,?,0,2
20204,18,Private,210574,9,Never-married,Sales,Own-child,4,0,0,0,20,United-States,0,2
20205,52,?,92968,14,Married-civ-spouse,?,Wife,4,0,15024,0,40,United-States,1,5
20206,45,Private,474617,9,Divorced,Sales,Unmarried,2,1,5455,0,40,United-States,0,2
20207,19,Private,264390,10,Never-married,Adm-clerical,Own-child,4,0,0,2001,40,United-States,0,3
20208,33,Self-emp-inc,144949,13,Married-civ-spouse,Sales,Husband,4,1,0,0,65,United-States,0,4
20209,45,State-gov,90803,10,Married-civ-spouse,Adm-clerical,Husband,4,1,0,0,40,United-States,0,3
20210,43,State-gov,126701,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,35,United-States,1,4
20211,40,Private,178417,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,35,United-States,0,2
20212,41,Self-emp-not-inc,197176,13,Married-civ-spouse,Farming-fishing,Husband,4,1,0,0,75,United-States,1,4
20213,25,Private,182227,9,Married-civ-spouse,Craft-repair,Husband,4,1,0,1579,40,United-States,0,2
20214,22,Private,117606,13,Never-married,Adm-clerical,Own-child,4,0,0,0,32,United-States,0,4
20215,52,Private,349502,10,Never-married,Adm-clerical,Unmarried,4,1,0,0,45,United-States,0,3
20216,45,Federal-gov,81487,10,Married-civ-spouse,Adm-clerical,Husband,4,1,0,0,40,Puerto-Rico,1,3
20217,32,State-gov,169583,16,Never-married,Prof-specialty,Not-in-family,4,0,0,0,70,United-States,0,5
20218,26,Private,485117,13,Never-married,Transport-moving,Own-child,4,1,0,0,20,United-States,0,4
20219,24,Private,35603,10,Divorced,Other-service,Not-in-family,2,1,0,0,40,United-States,0,3
20220,37,Private,175390,9,Divorced,Machine-op-inspct,Unmarried,2,0,0,0,40,United-States,0,2
20221,49,Private,184986,9,Divorced,Other-service,Not-in-family,4,0,0,0,40,United-States,0,2
20222,43,Local-gov,174395,14,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,50,United-States,0,5
20223,35,Private,187711,9,Never-married,Machine-op-inspct,Not-in-family,4,1,0,0,40,United-States,0,2
20224,37,Private,189878,15,Married-civ-spouse,Prof-specialty,Husband,4,1,0,0,50,United-States,1,5
20225,17,Private,224073,7,Never-married,Sales,Own-child,4,1,0,0,20,United-States,0,1
20226,48,Private,159726,9,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,55,United-States,1,2
20227,40,?,65545,14,Divorced,?,Own-child,4,0,0,0,55,United-States,0,5
20228,26,Private,456618,10,Never-married,Adm-clerical,Own-child,4,1,2597,0,40,United-States,0,3
20229,35,Private,202397,13,Married-civ-spouse,Craft-repair,Husband,1,1,0,0,40,Philippines,1,4
20230,21,Private,206681,10,Never-married,Sales,Own-child,4,0,0,0,15,United-States,0,3
20231,54,Private,222020,6,Divorced,Other-service,Not-in-family,4,1,0,0,70,United-States,0,1
20232,40,Private,137304,13,Divorced,Adm-clerical,Not-in-family,2,0,0,0,40,United-States,0,4
20233,51,Private,141645,10,Separated,Exec-managerial,Not-in-family,2,0,0,0,40,United-States,0,3
20234,60,Self-emp-not-inc,218085,9,Married-civ-spouse,Other-service,Wife,2,0,0,0,50,United-States,0,2
20235,22,Private,52596,10,Never-married,Sales,Own-child,4,1,0,0,8,United-States,0,3
20236,20,Private,197997,9,Never-married,Farming-fishing,Own-child,4,1,0,0,40,United-States,0,2
20237,21,Private,191444,7,Never-married,Farming-fishing,Unmarried,4,1,0,0,40,United-States,0,1
20238,21,Private,40767,10,Never-married,Handlers-cleaners,Not-in-family,4,1,0,0,40,United-States,0,3
20239,43,Private,172577,10,Divorced,Adm-clerical,Not-in-family,4,0,0,0,44,United-States,0,3
20240,36,Private,241998,13,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,50,United-States,1,4
20241,65,State-gov,215908,9,Married-civ-spouse,Adm-clerical,Husband,4,1,0,2174,40,United-States,1,2
20242,48,Private,212120,9,Married-civ-spouse,Machine-op-inspct,Husband,4,1,0,0,40,United-States,1,2
20243,37,Private,109133,14,Separated,Exec-managerial,Not-in-family,4,1,27828,0,60,Iran,1,5
20244,20,Private,224424,8,Never-married,Machine-op-inspct,Own-child,4,1,0,0,40,United-States,0,1
20245,41,State-gov,214985,9,Divorced,Exec-managerial,Not-in-family,4,0,0,0,40,United-States,0,2
20246,55,Self-emp-not-inc,147098,5,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,50,United-States,0,1
20247,39,Local-gov,149833,13,Divorced,Prof-specialty,Unmarried,4,0,0,0,40,United-States,0,4
20248,41,Federal-gov,253770,10,Married-civ-spouse,Transport-moving,Wife,4,0,7298,0,40,United-States,1,3
20249,80,Private,252466,11,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,24,United-States,0,3
20250,59,State-gov,132717,6,Married-civ-spouse,Farming-fishing,Husband,4,1,0,0,40,United-States,0,1
20251,52,Private,138944,7,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,1,1
20252,39,Private,280570,13,Married-civ-spouse,Exec-managerial,Husband,4,1,3103,0,50,United-States,1,4
20253,56,Self-emp-not-inc,144380,10,Married-spouse-absent,Prof-specialty,Not-in-family,2,1,0,0,50,United-States,0,3
20254,69,Local-gov,660461,9,Widowed,Adm-clerical,Not-in-family,2,0,0,0,20,United-States,0,2
20255,49,Private,177211,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,50,United-States,1,4
20256,33,Private,197424,9,Married-civ-spouse,Exec-managerial,Husband,4,1,5013,0,40,United-States,0,2
20257,28,Self-emp-inc,31717,9,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,45,United-States,1,2
20258,49,Private,296849,10,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,1,3
20259,51,Local-gov,193720,9,Married-spouse-absent,Handlers-cleaners,Unmarried,4,1,0,0,40,United-States,0,2
20260,42,Private,106698,10,Divorced,Other-service,Unmarried,4,0,0,0,32,United-States,0,3
20261,66,Private,214469,9,Widowed,Adm-clerical,Not-in-family,4,0,0,0,13,United-States,0,2
20262,44,Private,185798,11,Separated,Craft-repair,Other-relative,4,1,0,0,48,United-States,1,3
20263,26,Private,333108,9,Divorced,Sales,Not-in-family,4,1,0,0,40,United-States,0,2
20264,43,Private,35210,10,Divorced,Adm-clerical,Unmarried,4,0,0,0,40,United-States,0,3
20265,28,Private,140845,6,Never-married,Machine-op-inspct,Not-in-family,4,0,0,155,40,United-States,0,1
20266,25,?,335376,13,Never-married,?,Own-child,4,0,0,0,30,United-States,0,4
20267,17,Private,170455,7,Never-married,Sales,Own-child,4,0,0,0,8,United-States,0,1
20268,52,Private,298215,13,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,50,United-States,1,4
20269,34,?,93834,9,Separated,?,Own-child,4,0,0,0,8,United-States,0,2
20270,24,Private,404416,10,Never-married,Handlers-cleaners,Not-in-family,4,1,0,0,40,United-States,0,3
20271,41,?,206916,13,Married-spouse-absent,?,Not-in-family,4,1,0,0,30,United-States,0,4
20272,65,Private,143175,10,Widowed,Sales,Other-relative,4,0,0,0,45,United-States,0,3
20273,36,Self-emp-not-inc,409189,10,Married-civ-spouse,Craft-repair,Husband,4,1,0,0,40,United-States,1,3
20274,19,Private,285750,9,Never-married,Handlers-cleaners,Other-relative,4,1,0,0,30,United-States,0,2
20275,43,Private,235556,10,Married-spouse-absent,Sales,Not-in-family,4,1,0,0,45,Mexico,0,3
20276,39,Local-gov,170382,14,Married-civ-spouse,Prof-specialty,Wife,4,0,0,0,50,England,1,5
20277,48,Private,195437,7,Married-civ-spouse,Transport-moving,Husband,4,1,0,0,40,United-States,1,1
20278,50,Local-gov,191130,11,Married-civ-spouse,Protective-serv,Husband,4,1,0,0,40,United-States,1,3
20279,21,Private,231160,10,Never-married,Other-service,Own-child,4,1,0,0,25,United-States,0,3
20280,36,Private,47310,9,Never-married,Other-service,Not-in-family,2,0,0,0,40,United-States,0,2
20281,33,Private,214635,9,Married-civ-spouse,Other-service,Husband,2,1,0,0,36,Haiti,0,2
20282,50,Federal-gov,65160,13,Married-civ-spouse,Exec-managerial,Husband,4,1,0,0,40,United-States,0,4
